id,poj_input,poj_unicode,tailo_input,tailo_unicode,hanlo,hoagi,from
8118,toa7-bak8-chek-a2,tōa-ba̍k-chek-á,tua7-bak8-tsik-a2,tuā-ba̍k-tsik-á,大目側仔,天竺鯛,Chenwujack Chen
8119,oan2-tau7-chhng,oán-tāu-chhng,uan2-tau7-tshng,uán-tāu-tshng,豌豆瘡,天花,Chenwujack Chen
8120,thian-hoa-loan7-tui7,thian-hoa-loān-tūi,thian-hua-luan7-tui7,thian-hua-luān-tuī,天花亂墜,天花亂墜,Chenwujack Chen
8121,soann-koan5 chui2-gu5 toa7,soaⁿ-koân chúi-gû tōa,suann-kuan5 tsui2-gu5 tua7,suann-kuân tsuí-gû tuā,山懸水牛大,天花亂墜,Chenwujack Chen
8122,lian5-hoe chiann5 po2-kiann3,liân-hoe chiâⁿ pó-kiàⁿ,lian5-hue tsiann5 po2-kiann3,liân-hue tsiânn pó-kiànn,蓮花成寶鏡,天花亂墜,Chenwujack Chen
8123,teng-khia7-u,teng-khiā-u,ting-khia7-u,ting-khiā-u,燈徛u,天芥菜,Chenwujack Chen
8124,se3-pun2 teng khia7 u,sè-pún teng khiā u,se3-pun2 ting khia7 u,sè-pún ting khiā u,細本燈徛u,天芥菜,Chenwujack Chen
8125,ang5 teng-khia7-u,âng teng-khiā-u,ang5 ting-khia7-u,âng ting-khiā-u,紅燈徛u,天芥菜,Chenwujack Chen
8126,ni5-tu2-ni5,nî-tú-nî,ni5-tu2-ni5,nî-tú-nî,年拄年,天長地久,Chenwujack Chen
8127,ban7-ni5 kiu2-oan2,bān-nî kiú-oán,ban7-ni5 kiu2-uan2,bān-nî kiú-uán,萬年久遠,天長地久,Chenwujack Chen
8128,kah thinn-te7 kang7 hoe3-siu7,kah thiⁿ-tē kāng hòe-siū,kah thinn-te7 kang7 hue3-siu7,kah thinn-tē kāng huè-siū,佮天地仝歲壽,天長地久,Chenwujack Chen
8129,thian-te7 heng5-chai,thian-tē hêng-chai,thian-te7 hing5-tsai,thian-tē hîng-tsai,天地行災,天降災難,Chenwujack Chen
8130,thinn phu2-phu2 kuinn,thiⁿ phú-phú kuiⁿ,thinn phu2-phu2 kuinn,thinn phú-phú kuinn,天殕殕光,天剛破曉,Chenwujack Chen
8131,thinn chiah chhim2 kuinn,thiⁿ chiah chhím kuiⁿ,thinn tsiah tshim2 kuinn,thinn tsiah tshím kuinn,天才tshím光,天剛破曉,Chenwujack Chen
8132,thinn chiah-beh kuinn,thiⁿ chiah-beh kuiⁿ,thinn tsiah-beh kuinn,thinn tsiah-beh kuinn,天才欲光,天剛破曉,Chenwujack Chen
8133,thinn tu2 beh am3,thiⁿ tú beh àm,thinn tu2 beh am3,thinn tú beh àm,天拄欲暗,天剛黑,Chenwujack Chen
8134,thinn chha leh te7,thiⁿ chha leh tē,thinn tsha leh te7,thinn tsha leh tē,天差咧地,天差地別,Chenwujack Chen
8135,chha chit8 thinn-te7,chha chi̍t thiⁿ-tē,tsha tsit8 thinn-te7,tsha tsi̍t thinn-tē,差一天地,天差地別,Chenwujack Chen
8136,chit8-tng7 chha kau2-chhioh,chi̍t-tn̄g chha káu-chhioh,tsit8-tng7 tsha kau2-tshioh,tsi̍t-tn̄g tsha káu-tshioh,一丈差九尺,天差地別,Chenwujack Chen
8137,li7 thinn chhit-phoo3 goa7 loo7,lī thiⁿ chhit-phò͘ gōa lō͘,li7 thinn tshit-phoo3 gua7 loo7,lī thinn tshit-phòo guā lōo,離天七舖外路,天差地別,Chenwujack Chen
8138,pian3-thinn,piàn-thiⁿ,pian3-thinn,piàn-thinn,變天,天氣轉變,Chenwujack Chen
8139,hoan2-thinn,hoán-thiⁿ,huan2-thinn,huán-thinn,反天,天氣轉變,Chenwujack Chen
8140,thian-chin oah8-phoat,thian-chin oa̍h-phoat,thian-tsin uah8-phuat,thian-tsin ua̍h-phuat,天真活潑,天真活潑,Chenwujack Chen
8141,kian7-tiu koh hoat chhui3-chhiu,kiān-tiu koh hoat chhùi-chhiu,kian7-tiu koh huat tshui3-tshiu,kiān-tiu koh huat tshuì-tshiu,健丟閣發喙鬚,天真活潑,Chenwujack Chen
8142,kian7-tiu koh hoat chhui3-chhiu,kiān-tiu koh hoat chhùi-chhiu,kian7-tiu koh huat tshui3-tshiu,kiān-tiu koh huat tshuì-tshiu,健丟閣發喙鬚,天真爛漫,Chenwujack Chen
8143,gin2-a2 tioh,gín-á tioh,gin2-a2 tioh,gín-á tioh,囡仔tioh,天真爛漫,Chenwujack Chen
8144,bo5 tau bo5 sau,bô tau bô sau,bo5 tau bo5 sau,bô tau bô sau,無兜無梢,天馬行空,Chenwujack Chen
8145,khan-soann-phoann7-na5,khan-soaⁿ-phōaⁿ-nâ,khan-suann-phuann7-na5,khan-suann-phuānn-nâ,牽山phuānn林,天馬行空,Chenwujack Chen
8146,chhit-chap8-sann  peh-chap8-si3,chhit-cha̍p-saⁿ  peh-cha̍p-sì,tshit-tsap8-sann  peh-tsap8-si3,tshit-tsa̍p-sann  peh-tsa̍p-sì,七十三  八十四,天馬行空,Chenwujack Chen
8147,thinn ta-so3,thiⁿ ta-sò,thinn ta-so3,thinn ta-sò,天焦燥,天乾物燥,Chenwujack Chen
8148,thinn-te7 tian-to3 seh8,thiⁿ-tē tian-tò se̍h,thinn-te7 tian-to3 seh8,thinn-tē tian-tò se̍h,天地顛倒踅,天旋地轉,Chenwujack Chen
8149,thinn-te7 chhia-pun3-tau2,thiⁿ-tē chhia-pùn-táu,thinn-te7 tshia-pun3-tau2,thinn-tē tshia-pùn-táu,天地捙畚斗,天旋地轉,Chenwujack Chen
8150,li7 thinn chhit-phoo3 goa7 loo7,lī thiⁿ chhit-phò͘ gōa lō͘,li7 thinn tshit-phoo3 gua7 loo7,lī thinn tshit-phòo guā lōo,離天七舖外路,天淵之別,Chenwujack Chen
8151,jin5-cheng5 gi7-li2,jîn-chêng gī-lí,jin5-tsing5 gi7-li2,jîn-tsîng gī-lí,人情義理,天理人情,Chenwujack Chen
8152,lang5 teh cho3  thinn teh khoann3,lâng teh chò  thiⁿ teh khòaⁿ,lang5 teh tso3  thinn teh khuann3,lâng teh tsò  thinn teh khuànn,人咧做  天咧看,天理昭昭,Chenwujack Chen
8153,u7-thinn bo5 jit8-thau5,ū-thiⁿ bô ji̍t-thâu,u7-thinn bo5 jit8-thau5,ū-thinn bô ji̍t-thâu,有天無日頭,天理淪喪,Chenwujack Chen
8154,thinn bo5 chiau3 kah-chi2  lang5 bo5 chiau3 cheng5-li2,thiⁿ bô chiàu kah-chí  lâng bô chiàu chêng-lí,thinn bo5 tsiau3 kah-tsi2  lang5 bo5 tsiau3 tsing5-li2,thinn bô tsiàu kah-tsí  lâng bô tsiàu tsîng-lí,天無照甲子  人無照情理,天理淪喪,Chenwujack Chen
8155,phah-kau2 m7 chhut-mui5 e5 thinn,phah-káu m̄ chhut-mûi ê thiⁿ,phah-kau2 m7 tshut-mui5 e5 thinn,phah-káu m̄ tshut-muî ê thinn,拍狗毋出門个天,天寒地凍,Chenwujack Chen
8156,sng koann5 seh tang3,sng kôaⁿ seh tàng,sng kuann5 seh tang3,sng kuânn seh tàng,霜寒雪凍,天寒地凍,Chenwujack Chen
8157,thinn bo5 choat8-lang5 chi loo7,thiⁿ bô choa̍t-lâng chi lō͘,thinn bo5 tsuat8-lang5 tsi loo7,thinn bô tsua̍t-lâng tsi lōo,天無絕人之路,天無絕人之路,Chenwujack Chen
8158,thinn-te7 bo5 go7--si2 lang5,thiⁿ-tē bô gō--sí lâng,thinn-te7 bo5 go7--si2 lang5,thinn-tē bô gō--sí lâng,天地無餓死人,天無絕人之路,Chenwujack Chen
8159,chit8-ki chhau2  chit-tiam2 loo7,chi̍t-ki chháu  chit-tiám lō͘,tsit8-ki tshau2  tsit-tiam2 loo7,tsi̍t-ki tsháu  tsit-tiám lōo,一枝草  一點露,天無絕人之路,Chenwujack Chen
8160,tang-kang2 bo5-hi5 se-kang2 pha,tang-káng bô-hî se-káng pha,tang-kang2 bo5-hi5 se-kang2 pha,tang-káng bô-hî se-káng pha,東港無魚西港拋,天無絕人之路,Chenwujack Chen
8161,chun5-phoa3 hai2 che7 te2,chûn-phòa hái chē té,tsun5-phua3 hai2 tse7 te2,tsûn-phuà hái tsē té,船破海坐底,天塌下來有人擋著,Chenwujack Chen
8162,tau7-poo5 chhut-ge5,tāu-pô͘ chhut-gê,tau7-poo5 tshut-ge5,tāu-pôo tshut-gê,豆酺出芽,天落紅雨,Chenwujack Chen
8163,thinn loh8 ang5-hoo7 be2 hoat-kak,thiⁿ lo̍h âng-hō͘ bé hoat-kak,thinn loh8 ang5-hoo7 be2 huat-kak,thinn lo̍h âng-hōo bé huat-kak,天落紅雨馬發角,天落紅雨,Chenwujack Chen
8164,thinn loh8 ang5-hoo7,thiⁿ lo̍h âng-hō͘,thinn loh8 ang5-hoo7,thinn lo̍h âng-hōo,天落紅雨,天落紅雨,Chenwujack Chen
8165,thoo3-kak ku-moo,thò͘-kak ku-mo͘,thoo3-kak ku-moo,thòo-kak ku-moo,兔角龜毛,天落紅雨,Chenwujack Chen
8166,thinn-kong bo5 bak8-chiu,thiⁿ-kong bô ba̍k-chiu,thinn-kong bo5 bak8-tsiu,thinn-kong bô ba̍k-tsiu,天公無目睭,天道不公,Chenwujack Chen
8167,thinn-kong bo5 penn5-chiann3,thiⁿ-kong bô pêⁿ-chiàⁿ,thinn-kong bo5 penn5-tsiann3,thinn-kong bô pênn-tsiànn,天公無平正,天道不公,Chenwujack Chen
8168,phainn2-lang5 tng5-he3-siu7,pháiⁿ-lâng tn̂g-hè-siū,phainn2-lang5 tng5-he3-siu7,pháinn-lâng tn̂g-hè-siū,歹人長歲壽,天道不公,Chenwujack Chen
8169,ho2-sim ho2-heng7  bo5-sann thang chheng7,hó-sim hó-hēng  bô-saⁿ thang chhēng,ho2-sim ho2-hing7  bo5-sann thang tshing7,hó-sim hó-hīng  bô-sann thang tshīng,好心好行  無衫通穿,天道不公,Chenwujack Chen
8170,ho2-sim to2 leh go7  phainn2-sim ti3 se-bo7,hó-sim tó leh gō  pháiⁿ-sim tì se-bō,ho2-sim to2 leh go7  phainn2-sim ti3 se-bo7,hó-sim tó leh gō  pháinn-sim tì se-bō,好心倒咧餓  歹心戴紗帽,天道不公,Chenwujack Chen
8171,tiong-sin5 tai7-seng si2  kan-sin5 si2 boe2-au7,tiong-sîn tāi-seng sí  kan-sîn sí bóe-aū,tiong-sin5 tai7-sing si2  kan-sin5 si2 bue2-au7,tiong-sîn tāi-sing sí  kan-sîn sí bué-āu,忠臣代先死  奸臣死尾後,天道不公,Chenwujack Chen
8172,cho3 -ok cho3-tok8  khia5-be2 lok8-khok8   ho2-sim ho2-heng7  bo5-sann  thang chheng7,chò -ok chò-to̍k  khiâ-bé lo̍k-kho̍k   hó-sim hó-hēng  bô-saⁿ  thang chhēng,tso3 -ok tso3-tok8  khia5-be2 lok8-khok8   ho2-sim ho2-hing7  bo5-sann  thang tshing7,tsò -ok tsò-to̍k  khiâ-bé lo̍k-kho̍k   hó-sim hó-hīng  bô-sann  thang tshīng,做惡做毒  騎馬碌硞  好心好行  無衫通穿,天道不公,Chenwujack Chen
8173,thian-bong2 khoe-khoe  soo ji5 put-loo7,thian-bóng khoe-khoe  so͘ jî put-lō͘,thian-bong2 khue-khue  soo ji5 put-loo7,thian-bóng khue-khue  soo jî put-lōo,天網恢恢  疏而不漏,天網恢恢  疏而不漏,Chenwujack Chen
8174,thian hoan te7 loan7,thian hoan tē loān,thian huan te7 luan7,thian huan tē luān,天翻地亂,天翻地覆,Chenwujack Chen
8175,thinn-pian3-te7-pian3,thiⁿ-piàn-tē-piàn,thinn-pian3-te7-pian3,thinn-piàn-tē-piàn,天變地變,天翻地覆,Chenwujack Chen
8176,tang7-thinn-hok-te7,tāng-thiⁿ-hok-tē,tang7-thinn-hok-te7,tāng-thinn-hok-tē,動天覆地,天翻地覆,Chenwujack Chen
8177,thinn-chha-te7-piat8,thiⁿ-chha-tē-pia̍t,thinn-tsha-te7-piat8,thinn-tsha-tē-pia̍t,天差地別,天壤之別,Chenwujack Chen
8178,thinn chha leh te7,thiⁿ chha leh tē,thinn tsha leh te7,thinn tsha leh tē,天差咧地,天壤之別,Chenwujack Chen
8179,chit8-tng7 chha kau2-chhioh,chi̍t-tn̄g chha káu-chhioh,tsit8-tng7 tsha kau2-tshioh,tsi̍t-tn̄g tsha káu-tshioh,一丈差九尺,天壤之別,Chenwujack Chen
8180,pun3-ki kah chhun-siann7,pùn-ki kah chhun-siāⁿ,pun3-ki kah tshun-siann7,pùn-ki kah tshun-siānn,畚箕佮春𣛮,天壤之別,Chenwujack Chen
8181,thinn thiah hah8,thiⁿ thiah ha̍h,thinn thiah hah8,thinn thiah ha̍h,天拆箬,天露曙光,Chenwujack Chen
8182,ang-boo2 bo5-ho2,ang-bó͘ bô-hó,ang-boo2 bo5-ho2,ang-bóo bô-hó,翁某無好,夫妻不和,Chenwujack Chen
8183,ang-a2-boo2 bin7,ang-á-bó͘ bīn,ang-a2-boo2 bin7,ang-á-bóo bīn,翁仔某面,夫妻相,Chenwujack Chen
8184,nng7 ang-a2-boo2,nn̄g ang-á-bó͘,nng7 ang-a2-boo2,nn̄g ang-á-bóo,兩翁仔某,夫妻倆,Chenwujack Chen
8185,thih-bo7,thih-bō,thih-bo7,thih-bō,鐵帽,安全帽,Chenwujack Chen
8186,chhng5-thau5 phah  chhng5-boe2 ho5,chhn̂g-thâu phah  chhn̂g-bóe hô,tshng5-thau5 phah  tshng5-bue2 ho5,tshn̂g-thâu phah  tshn̂g-bué hô,床頭拍 床尾和,夫妻無隔夜之仇,Chenwujack Chen
8187,ang-po5 ang-po5  chhng5-thau5 phah  chhng5-boe2 ho5,ang-pô ang-pô  chhn̂g-thâu phah  chhn̂g-bóe hô,ang-po5 ang-po5  tshng5-thau5 phah  tshng5-bue2 ho5,ang-pô ang-pô  tshn̂g-thâu phah  tshn̂g-bué hô,翁婆翁婆  床頭拍 床尾和,夫妻無隔夜之仇,Chenwujack Chen
8188,lai7-ke,lāi-ke,lai7-ke,lāi-ke,內家,夫家,Chenwujack Chen
8189,ang-kiann5 boo2-toe3,ang-kiâⁿ bó͘-tòe,ang-kiann5 boo2-tue3,ang-kiânn bóo-tuè,翁行某綴,夫唱婦隨,Chenwujack Chen
8190,thai3 siong7 lo2 kun,thài siōng ló kun,thai3 siong7 lo2 kun,thài siōng ló kun,太上老君,太上老公,Chenwujack Chen
8191,an kong siann3 m7-tat8 an boo2 tiann7,an kong siàⁿ m̄-ta̍t an bó͘ tiāⁿ,an kong siann3 m7-tat8 an boo2 tiann7,an kong siànn m̄-ta̍t an bóo tiānn,安公聖毋值安某定,太太至上,Chenwujack Chen
8192,chim2-thau5-sin5 khah siann3 Sam-kai3-kong,chím-thâu-sîn khah siàⁿ Sam-kài-kong,tsim2-thau5-sin5 khah siann3 Sam-kai3-kong,tsím-thâu-sîn khah siànn Sam-kài-kong,枕頭神較聖三界公,太太至上,Chenwujack Chen
8193,in2-kheng3,ín-khèng,in2-khing3,ín-khìng,引磬,引磬,Chenwujack Chen
8194,chit8-e5 boo2 khah-ho2 sann-e5 Thinn-kong-choo2,chi̍t-ê bó͘ khah-hó saⁿ-ê Thiⁿ-kong-chó͘,tsit8-e5 boo2 khah-ho2 sann-e5 Thinn-kong-tsoo2,tsi̍t-ê bóo khah-hó sann-ê Thinn-kong-tsóo,一个某較好三个天公祖,太太至上,Chenwujack Chen
8195,thiann boo2 chhui3  toa7 hu3-kui3,thiaⁿ bó͘ chhùi  tōa hù-kùi,thiann boo2 tshui3  tua7 hu3-kui3,thiann bóo tshuì  tuā hù-kuì,聽某喙  大富貴,太太至上,Chenwujack Chen
8196,pat8-lang5 chhe be7-koe3 goo7-kenn,pa̍t-lâng chhe bē-kòe gō͘-keⁿ,pat8-lang5 tshe be7-kue3 goo7-kenn,pa̍t-lâng tshe bē-kuè gōo-kenn,別人妻袂過五更,太太是自己的好,Chenwujack Chen
8197,ti-a2 koe3-cho5 phang,ti-á kòe-chô phang,ti-a2 kue3-tso5 phang,ti-á kuè-tsô phang,豬仔過槽芳,太太是別人的好,Chenwujack Chen
8198,pat8-lang5 e5 boo2 khah sui2,pa̍t-lâng ê bó͘ khah súi,pat8-lang5 e5 boo2 khah sui2,pa̍t-lâng ê bóo khah suí,別人个某較媠,太太是別人的好,Chenwujack Chen
8199,pun2-te7 hiunn be7-phang,pún-tē hiuⁿ bē-phang,pun2-te7 hiunn be7-phang,pún-tē hiunn bē-phang,本地香袂芳,太太是別人的好,Chenwujack Chen
8200,sui2-hoe chai7 pat8-lang5 chang5  sui2-boo2 chai7 pat8-lang5 pang5,súi-hoe chāi pa̍t-lâng châng  súi-bó͘ chāi pa̍t-lâng pâng,sui2-hue tsai7 pat8-lang5 tsang5  sui2-boo2 tsai7 pat8-lang5 pang5,suí-hue tsāi pa̍t-lâng tsâng  suí-bóo tsāi pa̍t-lâng pâng,媠花在別人欉  媠某在別人房,太太是別人的好,Chenwujack Chen
8201,thai3-pek8-kim-chhenn,thài-pe̍k-kim-chheⁿ,thai3-pik8-kim-tshenn,thài-pi̍k-kim-tshenn,太白金星,太白金星,Chenwujack Chen
8202,oo-niau oo-kau2,o͘-niau o͘-káu,oo-niau oo-kau2,oo-niau oo-káu,烏貓烏狗,太保太妹,Chenwujack Chen
8203,jit8-thau5 chhiah-iann7-iann7,ji̍t-thâu chhiah-iāⁿ-iāⁿ,jit8-thau5 tshiah-iann7-iann7,ji̍t-thâu tshiah-iānn-iānn,日頭赤焱焱,太陽炎熱,Chenwujack Chen
8204,Thai3-iang5 seng-kun,Thài-iâng seng-kun,Thai3-iang5 sing-kun,Thài-iâng sing-kun,太陽星君,太陽神,Chenwujack Chen
8205,chhenn-me5-a2 bak8-kiann3,chheⁿ-mê-á ba̍k-kiàⁿ,tshenn-me5-a2 bak8-kiann3,tshenn-mê-á ba̍k-kiànn,青盲仔目鏡,太陽眼鏡,Chenwujack Chen
8206,jit8-thau5 thenn5 bak8,ji̍t-thâu thêⁿ ba̍k,jit8-thau5 thenn5 bak8,ji̍t-thâu thênn ba̍k,日頭thênn目,太陽耀目,Chenwujack Chen
8207,gau5-khai,gâu-khai,gau5-khai,gâu-khai,𠢕開,太會花錢,Chenwujack Chen
8208,khia5 ong5-ia5 be2,khiâ ông-iâ bé,khia5 ong5-ia5 be2,khiâ ông-iâ bé,騎王爺馬,太歲頭上動土,Chenwujack Chen
8209,bong ong5-ia5 kha-chhuinn,bong ông-iâ kha-chhuiⁿ,bong ong5-ia5 kha-tshuinn,bong ông-iâ kha-tshuinn,摸王爺尻川,太歲頭上動土,Chenwujack Chen
8210,bong Seng5-hong5-ia5 e5 kha-chhuinn,bong Sêng-hông-iâ ê kha-chhuiⁿ,bong Sing5-hong5-ia5 e5 kha-tshuinn,bong Sîng-hông-iâ ê kha-tshuinn,摸城隍爺个尻川,太歲頭上動土,Chenwujack Chen
8211,bong Giam5-lo5-ong5 e5 kha-chhuinn,bong Giâm-lô-ông ê kha-chhuiⁿ,bong Giam5-lo5-ong5 e5 kha-tshuinn,bong Giâm-lô-ông ê kha-tshuinn,摸閻羅王个尻川,太歲頭上動土,Chenwujack Chen
8212,sin5-keng-soann3 sio phoah8,sîn-keng-sòaⁿ sio phoa̍h,sin5-king-suann3 sio phuah8,sîn-king-suànn sio phua̍h,神經線相袚,少了一根筋,Chenwujack Chen
8213,sin5-keng-soann3 ka2-bo5-an5,sîn-keng-sòaⁿ ká-bô-ân,sin5-king-suann3 ka2-bo5-an5,sîn-king-suànn ká-bô-ân,神經線絞無絚,少了一根筋,Chenwujack Chen
8214,chinn2-ke m7 bat chiau2,chíⁿ-ke m̄ bat chiáu,tsinn2-ke m7 bat tsiau2,tsínn-ke m̄ bat tsiáu,茈雞毋捌鳥,少不更事,Chenwujack Chen
8215,siau3-lian5 m7 bat tai7-chi3,siàu-liân m̄ bat tāi-chì,siau3-lian5 m7 bat tai7-tsi3,siàu-liân m̄ bat tāi-tsì,少年毋捌代誌,少不更事,Chenwujack Chen
8216,be7-sai2 bo5,bē-sái bô,be7-sai2 bo5,bē-sái bô,袂使無,少不得,Chenwujack Chen
8217,siau3-lian5 ke-tho5-a2,siàu-liân ke-thô-á,siau3-lian5 ke-tho5-a2,siàu-liân ke-thô-á,少年雞桃仔,少年人,Chenwujack Chen
8218,siau3-lian5 lo2-seng5,siàu-liân ló-sêng,siau3-lian5 lo2-sing5,siàu-liân ló-sîng,少年老成,少年老成,Chenwujack Chen
8219,siau3-lian5 sek8-kut,siàu-liân se̍k-kut,siau3-lian5 sik8-kut,siàu-liân si̍k-kut,少年熟骨,少年老成,Chenwujack Chen
8220,koe se3 chi2 sek8,koe sè chí se̍k,kue se3 tsi2 sik8,kue sè tsí si̍k,瓜細子熟,少年老成,Chenwujack Chen
8221,ke-chu5-a2,ke-chû-á,ke-tsu5-a2,ke-tsû-á,雞喌仔,少年雞,Chenwujack Chen
8222,siau3-lian5 be7-hiau2 siunn7  chiah8-lau7 m7-chiann5 iunn7,siàu-liân bē-hiáu siūⁿ  chia̍h-lāu m̄-chiâⁿ iūⁿ,siau3-lian5 be7-hiau2 siunn7  tsiah8-lau7 m7-tsiann5 iunn7,siàu-liân bē-hiáu siūnn  tsia̍h-lāu m̄-tsiânn iūnn,少年袂曉想  食老毋成樣,少壯不努力  老大徒傷悲,Chenwujack Chen
8223,siau3-lian5 m7 phah-piann3  chiah8-lau7 lau7-phainn2-mia7,siàu-liân m̄ phah-piàⁿ  chia̍h-lāu lāu-pháiⁿ-miā,siau3-lian5 m7 phah-piann3  tsiah8-lau7 lau7-phainn2-mia7,siàu-liân m̄ phah-piànn  tsia̍h-lāu lāu-pháinn-miā,少年毋拍拚 食老老歹命,少壯不努力  老大徒傷悲,Chenwujack Chen
8224,siau3-lian5 be7-hiau2 siunn7  chiah8-lau7 bo5 lau7-siunn3,siàu-liân bē-hiáu siūⁿ  chia̍h-lāu bô lāu-siùⁿ,siau3-lian5 be7-hiau2 siunn7  tsiah8-lau7 bo5 lau7-siunn3,siàu-liân bē-hiáu siūnn  tsia̍h-lāu bô lāu-siùnn,少年袂曉想  食老無老相,少壯不努力  老大徒傷悲,Chenwujack Chen
8225,siau2 soo2-kian3  to ki5-koai3,siáu só͘-kiàn  to kî-koài,siau2 soo2-kian3  to ki5-kuai3,siáu sóo-kiàn  to kî-kuài,小所見  多奇怪,少見多怪,Chenwujack Chen
8226,siau2 soo2-kian3  tai7 soo2-koai3,siáu só͘-kiàn  tāi só͘-koài,siau2 soo2-kian3  tai7 soo2-kuai3,siáu sóo-kiàn  tāi sóo-kuài,小所見  大所怪,少見多怪,Chenwujack Chen
8227,sio2-kui2-a2 m7 bat kinn3-koe3 toa7-pe2-kim,sió-kúi-á m̄ bat kìⁿ-kòe tōa-pé-kim,sio2-kui2-a2 m7 bat kinn3-kue3 tua7-pe2-kim,sió-kuí-á m̄ bat kìnn-kuè tuā-pé-kim,小鬼仔毋捌見過大把金,少見多怪,Chenwujack Chen
8228,sio2-kui2-a2 m7 bat kinn3-koe3 toa7-ti-thau5,sió-kúi-á m̄ bat kìⁿ-kòe tōa-ti-thâu,sio2-kui2-a2 m7 bat kinn3-kue3 tua7-ti-thau5,sió-kuí-á m̄ bat kìnn-kuè tuā-ti-thâu,小鬼仔毋捌見過大豬頭,少見多怪,Chenwujack Chen
8229,m7 bat khoann3 toa7-chiah-kau5 pang3-sai2,m̄ bat khòaⁿ tōa-chiah-kâu pàng-sái,m7 bat khuann3 tua7-tsiah-kau5 pang3-sai2,m̄ bat khuànn tuā-tsiah-kâu pàng-sái,毋捌看大隻猴放屎,少見多怪,Chenwujack Chen
8230,m7 bat khoann3 toa7-chiah-chun5 pang3-jio7,m̄ bat khòaⁿ tōa-chiah-chûn pàng-jiō,m7 bat khuann3 tua7-tsiah-tsun5 pang3-jio7,m̄ bat khuànn tuā-tsiah-tsûn pàng-jiō,毋捌看大隻船放尿,少見多怪,Chenwujack Chen
8231,thau5-ke-a2-kiann2,thâu-ke-á-kiáⁿ,thau5-ke-a2-kiann2,thâu-ke-á-kiánn,頭家仔囝,少東,Chenwujack Chen
8232,hoe khui moa2-thinn phang   kiat-chi2 chiah kiann-lang5,hoe khui móa-thiⁿ phang   kiat-chí chiah kiaⁿ-lâng,hue khui mua2-thinn phang   kiat-tsi2 tsiah kiann-lang5,hue khui muá-thinn phang   kiat-tsí tsiah kiann-lâng,花開滿天芳  結子才驚人,少時了了 大未必佳,Chenwujack Chen
8233,mai3-kong2 khah-bo5 bang2,mài-kóng khah-bô báng,mai3-kong2 khah-bo5 bang2,mài-kóng khah-bô báng,莫講較無魍,少說為妙,Chenwujack Chen
8234,mai3-kong2 khah bo5 tai7-chi3,mài-kóng khah bô tāi-chì,mai3-kong2 khah bo5 tai7-tsi3,mài-kóng khah bô tāi-tsì,莫講較無代誌,少說為妙,Chenwujack Chen
8235,koh-khah,koh-khah,koh-khah,koh-khah,閣較,尤其,Chenwujack Chen
8236,sui2 sui2 bo5 chap8-chng5  bai2  bai2 bo5 ka-nng7,súi súi bô cha̍p-chn̂g  bái  bái bô ka-nn̄g,sui2 sui2 bo5 tsap8-tsng5  bai2  bai2 bo5 ka-nng7,suí suí bô tsa̍p-tsn̂g  bái  bái bô ka-nn̄g,媠  媠無十全  䆀  䆀無加圇,尺有所短  寸有所長,Chenwujack Chen
8237,khiau-ku thang5,khiau-ku thâng,khiau-ku thang5,khiau-ku thâng,曲痀蟲,尺蠖,Chenwujack Chen
8238,un2-ku-a2-thang5,ún-ku-á-thâng,un2-ku-a2-thang5,ún-ku-á-thâng,隱痀仔蟲,尺蠖,Chenwujack Chen
8239,khoo2 be7-tit,khó͘ bē-tit,khoo2 be7-tit,khóo bē-tit,苦袂得,巴不得,Chenwujack Chen
8240,khoo2 be7-tang3,khó͘ bē-tàng,khoo2 be7-tang3,khóo bē-tàng,苦袂當,巴不得,Chenwujack Chen
8241,khoo2 be7-thang,khó͘ bē-thang,khoo2 be7-thang,khóo bē-thang,苦袂通,巴不得,Chenwujack Chen
8242,be7-tit,bē-tit,be7-tit,bē-tit,袂得,巴不得,Chenwujack Chen
8243,loh8-chui2 kim-kong,lo̍h-chúi kim-kong,loh8-tsui2 kim-kong,lo̍h-tsuí kim-kong,落水金剛,巴豆,Chenwujack Chen
8244,phoo5-thann2,phô͘-tháⁿ,phoo5-thann2,phôo-thánn,扶挺,巴結,Chenwujack Chen
8245,chhun-thau5 siam,chhun-thâu siam,tshun-thau5 siam,tshun-thâu siam,伸頭䀐,巴頭探腦,Chenwujack Chen
8246,khan-siann puih8 tiau7,khan-siaⁿ pu̍ih tiāu,khan-siann puih8 tiau7,khan-siann pui̍h tiāu,牽聲拔調,引吭高歌,Chenwujack Chen
8247,chhiann3 kui2 thiah ioh8-toann,chhiàⁿ kúi thiah io̍h-toaⁿ,tshiann3 kui2 thiah ioh8-tuann,tshiànn kuí thiah io̍h-tuann,倩鬼拆藥單,引狼入室,Chenwujack Chen
8248,chhiann3 -chhat8   koo3-kenn,chhiàⁿ -chha̍t   kò͘-keⁿ,tshiann3 -tshat8   koo3-kenn,tshiànn -tsha̍t   kòo-kenn,倩賊顧更,引狼入室,Chenwujack Chen
8249,chhiann2 kui2 i-penn7,chhiáⁿ kúi i-pēⁿ,tshiann2 kui2 i-penn7,tshiánn kuí i-pēnn,請鬼醫病,引狼入室,Chenwujack Chen
