id,poj_unicode,poj_input,kiplmj_unicode,kiplmj_input,hanlo_taibun_kiplmj,hoabun,from
6520,pháiⁿ-chhùi,phainn2-chhui3,pháinn-tshuì,phainn2-tshui3,歹喙,口出惡言,Chenwujack Chen
6521,pháiⁿ-chhùi-táu,phainn2-chhui3-tau2,pháinn-tshuì-táu,phainn2-tshui3-tau2,歹喙斗,口出惡言,Chenwujack Chen
6522,pháiⁿ-chhùi pháiⁿ-chi̍h,phainn2-chhui3 phainn2-chih8,pháinn-tshuì pháinn-tsi̍h,phainn2-tshui3 phainn2-tsih8,歹喙歹舌,口出惡言,Chenwujack Chen
6523,pháiⁿ-chhùi pháiⁿ phīⁿ,phainn2-chhui3 phainn2 phinn7,pháinn-tshuì pháinn phīnn,phainn2-tshui3 phainn2 phinn7,歹喙歹鼻,口出惡言,Chenwujack Chen
6524,pháiⁿ-chhùi- phīⁿ,phainn2-chhui3- phinn7,pháinn-tshuì- phīnn,phainn2-tshui3- phinn7,歹喙鼻,口出惡言,Chenwujack Chen
6525,pháiⁿ-chhùi la̍k -táu,phainn2-chhui3 lak8 -tau2,pháinn-tshuì la̍k -táu,phainn2-tshui3 lak8 -tau2,歹喙搦斗,口出惡言,Chenwujack Chen
6526,pháiⁿ-chhùi iá-táu,phainn2-chhui3 ia2-tau2,pháinn-tshuì iá-táu,phainn2-tshui3 ia2-tau2,歹喙野斗,口出惡言,Chenwujack Chen
6527,chi̍t chhùi thoân chi̍t hīⁿ,chit8 chhui3 thoan5 chit8 hinn7,tsi̍t tshuì thuân tsi̍t hīnn,tsit8 tshui3 thuan5 tsit8 hinn7,一喙傳一耳,口耳相傳,Chenwujack Chen
6528,sio pò-chhùi,sio po3-chhui3,sio pò-tshuì,sio po3-tshui3,相報喙,口耳相傳,Chenwujack Chen
6529,"chhùi chiap chhùi,hīⁿ thoân hīⁿ","chhui3 chiap chhui3,hinn7 thoan5 hinn7","tshuì tsiap tshuì,hīnn thuân hīnn","tshui3 tsiap tshui3,hinn7 thuan5 hinn7","喙接喙,耳傳耳",口耳相傳,Chenwujack Chen
6530,"chhùi thoân chhùi,hīⁿ thoân hīⁿ","chhui3 thoan5 chhui3,hinn7 thoan5 hinn7","tshuì thuân tshuì,hīnn thuân hīnn","tshui3 thuan5 tshui3,hinn7 thuan5 hinn7","喙傳喙,耳傳耳",口耳相傳,Chenwujack Chen
6531,chhùi-nōa,chhui3-noa7,tshuì-nuā,tshui3-nua7,喙瀾,口舌,Chenwujack Chen
6532,sio-tak chhùi,sio-tak chhui3,sio-tak tshuì,sio-tak tshui3,相觸喙,口舌之爭,Chenwujack Chen
6533,chhùi-kín,chhui3-kin2,tshuì-kín,tshui3-kin2,喙緊,口快,Chenwujack Chen
6534,chhuek3ōaⁿ,chhuek3oann7,tshuìkuānn,tshuik3uann7,喙捾,口沒遮攔,Chenwujack Chen
6535,chhùi khah ba̍t koh chhài-nâ,chhui3 khah bat8 koh chhai3-na5,tshuì khah ba̍t koh tshài-nâ,tshui3 khah bat8 koh tshai3-na5,喙較密閣菜籃,口沒遮攔,Chenwujack Chen
6536,chhùi bô kòa gû-chhùi-lam,chhui3 bo5 koa3 gu5-chhui3-lam,tshuì bô kuà gû-tshuì-lam,tshui3 bo5 kua3 gu5-tshui3-lam,喙無掛牛喙罨,口沒遮攔,Chenwujack Chen
6537,chhùi khah ba̍t koh bí-thai-ba̍k pang,chhui3 khah bat8 koh bi2-thai-bak8 pang,tshuì khah ba̍t koh bí-thai-ba̍k pang,tshui3 khah bat8 koh bi2-thai-bak8 pang,喙較密閣米篩目枋,口沒遮攔,Chenwujack Chen
6538,kóng-oē bô koaiⁿ aū-bóe-mûi,kong2-oe7 bo5 koainn au7-boe2-mui5,kóng-uē bô kuainn āu-bué-muî,kong2-ue7 bo5 kuainn au7-bue2-mui5,講話無關後尾門,口沒遮攔,Chenwujack Chen
6539,sio poh chhùi,sio poh chhui3,sio poh tshuì,sio poh tshui3,相駁喙,口角,Chenwujack Chen
6540,sio-chèⁿ-chhùi,sio-chenn3-chhui3,sio-tsènn-tshuì,sio-tsenn3-tshui3,相諍喙,口角,Chenwujack Chen
6541,sio-tak-chhùi,sio-tak-chhui3,sio-tak-tshuì,sio-tak-tshui3,相觸喙,口角,Chenwujack Chen
6542,chèⁿ-chhùi,chenn3-chhui3,tsènn-tshuì,tsenn3-tshui3,諍喙,口角,Chenwujack Chen
6543,chhàu-chhùi-piⁿ,chhau3-chhui3-pinn,tshàu-tshuì-pinn,tshau3-tshui3-pinn,臭喙邊,口角炎,Chenwujack Chen
6544,pàng-phùi an káu sim,pang3-phui3 an kau2 sim,pàng-phuì an káu sim,pang3-phui3 an kau2 sim,放屁安狗心,口角春風,Chenwujack Chen
6545,pháiⁿ-chhùi-táu,phainn2-chhui3-tau2,pháinn-tshuì-táu,phainn2-tshui3-tau2,歹喙斗,口味刁,Chenwujack Chen
6546,han-bān chhùi,han-ban7 chhui3,han-bān tshuì,han-ban7 tshui3,頇顢喙,口拙,Chenwujack Chen
6547,han-bān kóng-oē,han-ban7 kong2-oe7,han-bān kóng-uē,han-ban7 kong2-ue7,頇顢講話,口拙,Chenwujack Chen
6548,oai-chhùi chhoa̍h-ba̍k,oai-chhui3 chhoah8-bak8,uai-tshuì tshua̍h-ba̍k,uai-tshui3 tshuah8-bak8,歪喙斜目,口歪眼斜,Chenwujack Chen
6549,chhùi-kháu tiāⁿ,chhui3-khau2 tiann7,tshuì-kháu tiānn,tshui3-khau2 tiann7,喙口定,口約,Chenwujack Chen
6550,chi̍t-chhùi kòa siang chi̍h,chit8-chhui3 koa3 siang chih8,tsi̍t-tshuì kuà siang tsi̍h,tsit8-tshui3 kua3 siang tsih8,一喙掛雙舌,口若懸河,Chenwujack Chen
6551,phok-phok thn̂g,phok-phok thng5,phok-phok thn̂g,phok-phok thng5,phok-phok糖,口香糖,Chenwujack Chen
6552,chhàu-chhùi,chhau3-chhui3,tshàu-tshuì,tshau3-tshui3,臭喙,口臭,Chenwujack Chen
6553,ge̍k-kháu,gek8-khau2,gi̍k-kháu,gik8-khau2,逆口,口角,Chenwujack Chen
6554,oē chi̍t-ê khang-khak piáⁿ,oe7 chit8-e5 khang-khak piann2,uē tsi̍t-ê khang-khak piánn,ue7 tsit8-e5 khang-khak piann2,畫一个空殼餅,口角春風,Chenwujack Chen
6555,chhùi-tun,chhui3-tun,tshuì-tun,tshui3-tun,喙鈍,口拙,Chenwujack Chen
6556,chhùi-kak choân pho,chhui3-kak choan5 pho,tshuì-kak tsuân pho,tshui3-kak tsuan5 pho,喙角全泡,口沫橫飛,Chenwujack Chen
6557,chhùi bô thàng sim-koaⁿ,chhui3 bo5 thang3 sim-koann,tshuì bô thàng sim-kuann,tshui3 bo5 thang3 sim-kuann,喙無迵心肝,口是心非,Chenwujack Chen
6558,chhùi-iok,chhui3-iok,tshuì-iok,tshui3-iok,喙約,口約,Chenwujack Chen
6559,ū chhùi-chúi,u7 chhui3-chui2,ū tshuì-tsuí,u7 tshui3-tsui2,有喙水,口若懸河,Chenwujack Chen
6560,chi̍t-ê chhùi nā phah la̍k-ta̍k á,chit8-e5 chhui3 na7 phah lak8-tak8 a2,tsi̍t-ê tshuì nā phah la̍k-ta̍k á,tsit8-e5 tshui3 na7 phah lak8-tak8 a2,一个喙若拍磟碡仔,口若懸河,Chenwujack Chen
6561,kóng-oē it liû-súi,kong2-oe7 it liu5-sui2,kóng-uē it liû-suí,kong2-ue7 it liu5-sui2,講話一流水,口若懸河,Chenwujack Chen
6562,soān-chio̍h chhùi,soan7-chioh8 chhui3,suān-tsio̍h tshuì,suan7-tsioh8 tshui3,璇石喙,口若懸河,Chenwujack Chen
6563,chhùi-ba̍t,chhui3-bat8,tshuì-ba̍t,tshui3-bat8,喙密,口風緊,Chenwujack Chen
6564,lak-tē-á pá-pá,lak-te7-a2 pa2-pa2,lak-tē-á pá-pá,lak-te7-a2 pa2-pa2,橐袋仔飽飽,口袋裡麥克麥克,Chenwujack Chen
6565,pàng-phùi an káu sim,pang3-phui3 an kau2 sim,pàng-phuì an káu sim,pang3-phui3 an kau2 sim,放屁安狗心,口惠而不實,Chenwujack Chen
6566,chhùi kóng-kah bô-iû,chhui3 kong2-kah bo5-iu5,tshuì kóng-kah bô-iû,tshui3 kong2-kah bo5-iu5,喙講甲無油,口惠而不實,Chenwujack Chen
6567,chiūⁿ iam-ke lâ,chiunn7 iam-ke la5,tsiūnn iam-ke lâ,tsiunn7 iam-ke la5,上閹雞膋,口腔潰瘍,Chenwujack Chen
6568,poh-chhùi,poh-chhui3,poh-tshuì,poh-tshui3,駁喙,口角,Chenwujack Chen
6569,pôaⁿ-chhùi,poann5-chhui3,puânn-tshuì,puann5-tshui3,盤喙,口角,Chenwujack Chen
6570,tak-chhùi,tak-chhui3,tak-tshuì,tak-tshui3,觸喙,口角,Chenwujack Chen
6571,chhàu-chhùi-ham,chhau3-chhui3-ham,tshàu-tshuì-ham,tshau3-tshui3-ham,臭喙𦜆,口角炎,Chenwujack Chen
6572,chhùi-tûn-phôe sio khoán-thāi,chhui3-tun5-phoe5 sio khoan2-thai7,tshuì-tûn-phuê sio khuán-thāi,tshui3-tun5-phue5 sio khuan2-thai7,喙脣皮相款待,口角春風,Chenwujack Chen
6573,chhùi kóng-kah bô-iû,chhui3 kong2-kah bo5-iu5,tshuì kóng-kah bô-iû,tshui3 kong2-kah bo5-iu5,喙講甲無油,口角春風,Chenwujack Chen
6574,chhùi-lō͘,chhui3-loo7,tshuì-lōo,tshui3-loo7,喙路,口味,Chenwujack Chen
6575,pî-thó͘ bē-ha̍h,pi5-thoo2 be7-hah8,pî-thóo bē-ha̍h,pi5-thoo2 be7-hah8,脾土袂合,口味不合,Chenwujack Chen
6576,"chhùi liām-keng,chhiú bong-leng","chhui3 liam7-keng,chhiu2 bong-leng","tshuì liām-king,tshiú bong-ling","tshui3 liam7-king,tshiu2 bong-ling","喙念經,手摸乳",口是心非,Chenwujack Chen
6577,chhùi kah sim-koaⁿ tùi ge̍k,chhui3 kah sim-koann tui3 gek8,tshuì kah sim-kuann tuì gi̍k,tshui3 kah sim-kuann tui3 gik8,喙佮心肝對逆,口是心非,Chenwujack Chen
6578,chhùi-ho͘,chhui3-hoo,tshuì-hoo,tshui3-hoo,喙呼,口約,Chenwujack Chen
6579,chi̍t-chhùi siang-thâu,chit8-chhui3 siang-thau5,tsi̍t-tshuì siang-thâu,tsit8-tshui3 siang-thau5,一喙雙頭,口若懸河,Chenwujack Chen
6580,chhut-chhùi ū-oē,chhut-chhui3 u7-oe7,tshut-tshuì ū-uē,tshut-tshui3 u7-ue7,出喙有話,口若懸河,Chenwujack Chen
6581,chhùi-kóng,chhui3-kong2,tshuì-kóng,tshui3-kong2,喙講,口述,Chenwujack Chen
6582,kim-chhùi,kim-chhui3,kim-tshuì,kim-tshui3,金喙,口風緊,Chenwujack Chen
6583,ba̍t-chhùi,bat8-chhui3,ba̍t-tshuì,bat8-tshui3,密喙,口風緊,Chenwujack Chen
6584,chhiūⁿ-leng thn̂g,chhiunn7-leng thng5,tshiūnn-ling thn̂g,tshiunn7-ling thng5,橡奶糖,口香糖,Chenwujack Chen
6585,chhùi-thâu giám-ngē,chhui3-thau5 giam2-nge7,tshuì-thâu giám-ngē,tshui3-thau5 giam2-nge7,喙頭儼硬,口氣強硬,Chenwujack Chen
6586,aû-ta chi̍h khoah,au5-ta chih8 khoah,âu-ta tsi̍h khuah,au5-ta tsih8 khuah,喉焦舌渴,口乾舌燥,Chenwujack Chen
6587,aû-ta chhùi khoah,au5-ta chhui3 khoah,âu-ta tshuì khuah,au5-ta tshui3 khuah,喉焦喙渴,口乾舌燥,Chenwujack Chen
6588,chhùi-ta nâ-aû-khoah,chhui3-ta na5-au5-khoah,tshuì-ta nâ-âu-khuah,tshui3-ta na5-au5-khuah,喙焦嚨喉渴,口乾舌燥,Chenwujack Chen
6589,chhùi-iok,chhui3-iok,tshuì-iok,tshui3-iok,喙約,口許,Chenwujack Chen
6590,cha̍p ān káu bô-iáⁿ,chap8 an7 kau2 bo5-iann2,tsa̍p ān káu bô-iánn,tsap8 an7 kau2 bo5-iann2,十限九無影,口惠而不實,Chenwujack Chen
6591,"hē than hē ô,kàu-sî lóng-bô","he7 than he7 o5,kau3-si5 long2-bo5","hē than hē ô,kàu-sî lóng-bô","he7 than he7 o5,kau3-si5 long2-bo5","下蟶下蚵,到時攏無",口惠而不實,Chenwujack Chen
6592,ēng chhùi-ān,eng7 chhui3-an7,īng tshuì-ān,ing7 tshui3-an7,用喙限,口惠而不實,Chenwujack Chen
6593,chhùi-tûn-phôe sio khoán-thāi,chhui3-tun5-phoe5 sio khoan2-thai7,tshuì-tûn-phuê sio khuán-thāi,tshui3-tun5-phue5 sio khuan2-thai7,喙脣皮相款待,口惠而不實,Chenwujack Chen
6594,oē chi̍t-ê khang-khak piáⁿ,oe7 chit8-e5 khang-khak piann2,uē tsi̍t-ê khang-khak piánn,ue7 tsit8-e5 khang-khak piann2,畫一个空殼餅,口惠而不實,Chenwujack Chen
6595,chhùi-khîm,chhui3-khim5,tshuì-khîm,tshui3-khim5,喙琴,口琴,Chenwujack Chen
6596,chhùi ta̍h thut,chhui3 tah8 thut,tshuì ta̍h thut,tshui3 tah8 thut,喙踏脫,口滑,Chenwujack Chen
6597,chhùi-tà,chhui3-ta3,tshuì-tà,tshui3-ta3,喙罩,口罩,Chenwujack Chen
6598,tiⁿ-phôe kiâm-āⁿ,tinn-phoe5 kiam5-ann7,tinn-phuê kiâm-ānn,tinn-phue5 kiam5-ann7,甜皮鹹餡,口蜜腹劍,Chenwujack Chen
6599,"chhùi liām o͘-mî-tô,chhiú gia̍h thâi-ti to","chhui3 liam7 oo-mi5-to5,chhiu2 giah8 thai5-ti to","tshuì liām oo-mî-tô,tshiú gia̍h thâi-ti to","tshui3 liam7 oo-mi5-to5,tshiu2 giah8 thai5-ti to","喙念阿彌陀,手攑刣豬刀",口蜜腹劍,Chenwujack Chen
6600,chhùi-tiⁿ sim-koaⁿ o͘,chhui3-tinn sim-koann oo,tshuì-tinn sim-kuann oo,tshui3-tinn sim-kuann oo,喙甜心肝烏,口蜜腹劍,Chenwujack Chen
6601,chha̍t-sim chû-pi chhùi,chhat8-sim chu5-pi chhui3,tsha̍t-sim tsû-pi tshuì,tshat8-sim tsu5-pi tshui3,賊心慈悲喙,口蜜腹劍,Chenwujack Chen
6602,"thn̂g-sng chhùi,phi-sng sim","thng5-sng chhui3,phi-sng sim","thn̂g-sng tshuì,phi-sng sim","thng5-sng tshui3,phi-sng sim","糖霜喙,砒霜心",口蜜腹劍,Chenwujack Chen
6603,kháu ín bô-pîn chún,khau2 in2 bo5-pin5 chun2,kháu ín bô-pîn tsún,khau2 in2 bo5-pin5 tsun2,口允無憑準,口說無憑,Chenwujack Chen
6604,"chhùi-ho͘,nn̄g-bān gō͘","chhui3-hoo,nng7-ban7 goo7","tshuì-hoo,nn̄g-bān gōo","tshui3-hoo,nng7-ban7 goo7","喙呼,兩萬五",口說無憑,Chenwujack Chen
6605,kō͘ chhùi-kóng-ê bô-chún-sǹg,koo7 chhui3-kong2-e5 bo5-chun2-sng3,kōo tshuì-kóng-ê bô-tsún-sǹg,koo7 tshui3-kong2-e5 bo5-tsun2-sng3,怙喙講个無準算,口說無憑,Chenwujack Chen
6606,"chhùi sī hong,jī sī chong","chhui3 si7 hong,ji7 si7 chong","tshuì sī hong,jī sī tsong","tshui3 si7 hong,ji7 si7 tsong","喙是風,字是蹤","口說無憑,立此存証",Chenwujack Chen
6607,tok-phīⁿ,tok-phinn7,tok-phīnn,tok-phinn7,啄鼻,口德,Chenwujack Chen
6608,chhùi-táu,chhui3-tau2,tshuì-táu,tshui3-tau2,喙斗,口德,Chenwujack Chen
6609,chhùi-kóng,chhui3-kong2,tshuì-kóng,tshui3-kong2,喙講,口談,Chenwujack Chen
6610,ìⁿ-òⁿ,inn3-onn3,ìnn-ònn,inn3-onn3,喑噁,口齒不清,Chenwujack Chen
6611,gâu kóng-oē,gau5 kong2-oe7,gâu kóng-uē,gau5 kong2-ue7,𠢕講話,口齒伶俐,Chenwujack Chen
6612,kháu lêng sia̍t piān,khau2 leng5 siat8 pian7,kháu lîng sia̍t piān,khau2 ling5 siat8 pian7,口靈舌辯,口齒伶俐,Chenwujack Chen
6613,chhùi-chiam chi̍h lāi,chhui3-chiam chih8 lai7,tshuì-tsiam tsi̍h lāi,tshui3-tsiam tsih8 lai7,喙尖舌利,口齒伶俐,Chenwujack Chen
6614,soān-chio̍h chhùi,soan7-chioh8 chhui3,suān-tsio̍h tshuì,suan7-tsioh8 tshui3,璇石喙,口齒伶俐,Chenwujack Chen
6615,kháu-chi̍h lī-piān,khau2-chih8 li7-pian7,kháu-tsi̍h lī-piān,khau2-tsih8 li7-pian7,口舌利便,口齒伶俐,Chenwujack Chen
6616,chhùi-hoe lāi,chhui3-hoe lai7,tshuì-hue lāi,tshui3-hue lai7,喙花利,口齒便給,Chenwujack Chen
6617,chhùi-kháu,chhui3-khau2,tshuì-kháu,tshui3-khau2,喙口,口頭,Chenwujack Chen
6618,chhùi-èng,chhui3-eng3,tshuì-ìng,tshui3-ing3,喙應,口頭承諾,Chenwujack Chen
6619,chhùi-ān,chhui3-an7,tshuì-ān,tshui3-an7,喙限,口頭承諾,Chenwujack Chen
6620,chhùi-iok,chhui3-iok,tshuì-iok,tshui3-iok,喙約,口頭約定,Chenwujack Chen
6621,chhùi-kháu tiāⁿ,chhui3-khau2 tiann7,tshuì-kháu tiānn,tshui3-khau2 tiann7,喙口定,口頭約定,Chenwujack Chen
6622,chhùi-ho͘,chhui3-hoo,tshuì-hoo,tshui3-hoo,喙呼,口頭約定,Chenwujack Chen
6623,se̍k-chhùi,sek8-chhui3,si̍k-tshuì,sik8-tshui3,熟喙,口頭禪,Chenwujack Chen
6624,chhùi-kháu-goān,chhui3-khau2-goan7,tshuì-kháu-guān,tshui3-khau2-guan7,喙口願,口願,Chenwujack Chen
6625,gio̍k-sim,giok8-sim,gio̍k-sim,giok8-sim,玉參,土人蔘,Chenwujack Chen
6626,thó͘ ko-lê sim,thoo2 ko-le5 sim,thóo ko-lê sim,thoo2 ko-le5 sim,土高麗參,土人蔘,Chenwujack Chen
6627,thó͘ jîn-sim,thoo2 jin5-sim,thóo jîn-sim,thoo2 jin5-sim,土人參,土人蔘,Chenwujack Chen
6628,thô͘-thâu,thoo5-thau5,thôo-thâu,thoo5-thau5,塗頭,土方,Chenwujack Chen
6629,thô͘-lūn-á,thoo5-lun7-a2,thôo-lūn-á,thoo5-lun7-a2,塗崙仔,土丘,Chenwujack Chen
6630,lāi-soaⁿ sông,lai7-soann song5,lāi-suann sông,lai7-suann song5,內山倯,土包子,Chenwujack Chen
6631,lāi-soaⁿ koaⁿ-chin,lai7-soann koann-chin,lāi-suann kuann-tsin,lai7-suann kuann-tsin,內山菅榛,土包子,Chenwujack Chen
6632,chhân-chng sông,chhan5-chng song5,tshân-tsng sông,tshan5-tsng song5,田庄倯,土包子,Chenwujack Chen
6633,chháu-tē sông,chhau2-te7 song5,tsháu-tē sông,tshau2-te7 song5,草地倯,土包子,Chenwujack Chen
6634,chng-lí sông,chng-li2 song5,tsng-lí sông,tsng-li2 song5,庄裡倯,土包子,Chenwujack Chen
6635,chng-kha sông,chng-kha song5,tsng-kha sông,tsng-kha song5,庄跤倯,土包子,Chenwujack Chen
6636,èng-chhài hông,eng3-chhai3 hong5,ìng-tshài hông,ing3-tshai3 hong5,蕹菜癀,土半夏,Chenwujack Chen
6637,thô͘-ko chio̍h-thâu,thoo5-ko chioh8-thau5,thôo-ko tsio̍h-thâu,thoo5-ko tsioh8-thau5,塗膏石頭,土石流,Chenwujack Chen
6638,thó͘-tē-kong- peh,thoo2-te7-kong- peh,thóo-tē-kong- peh,thoo2-te7-kong- peh,土地公伯,土地公,Chenwujack Chen
6639,thó͘-tē-kong-biō,thoo2-te7-kong-bio7,thóo-tē-kong-biō,thoo2-te7-kong-bio7,土地公廟,土地公廟,Chenwujack Chen
6640,thô͘-lâng,thoo5-lang5,thôo-lâng,thoo5-lang5,塗礱,土臼,Chenwujack Chen
6641,thô͘-khut,thoo5-khut,thôo-khut,thoo5-khut,塗窟,土坑,Chenwujack Chen
6642,thô͘-tāu kū,thoo5-tau7 ku7,thôo-tāu kū,thoo5-tau7 ku7,塗豆舅,土豆舅,Chenwujack Chen
6643,kún-kau-liông,kun2-kau-liong5,kún-kau-liông,kun2-kau-liong5,滾蛟龍,土洪爆發,Chenwujack Chen
6644,aù-uîⁿ,au3-uinn5,àu-uînn,au3-uinn5,漚黃,土黃,Chenwujack Chen
6645,aù-sái-sek,au3-sai2-sek,àu-sái-sik,au3-sai2-sik,漚屎色,土黃,Chenwujack Chen
6646,thô͘-kak,thoo5-kak,thôo-kak,thoo5-kak,塗埆,土塊,Chenwujack Chen
6647,thô͘-chòng,thoo5-chong3,thôo-tsòng,thoo5-tsong3,塗葬,土葬,Chenwujack Chen
6648,thô͘-phang,thoo5-phang,thôo-phang,thoo5-phang,塗捀,土蜂,Chenwujack Chen
6649,thô͘-khòng-phang/thô͘-khàng-phang,thoo5-khong3-phang/thoo5-khang3-phang,thôo-khòng-phang/thôo-khàng-phang,thoo5-khong3-phang/thoo5-khang3-phang,塗壙蜂,土蜂,Chenwujack Chen
6650,sông-sông,song5-song5,sông-sông,song5-song5,倯倯,土裡土氣,Chenwujack Chen
6651,thô͘-thuh/thô͘-thoh,thoo5-thuh/thoo5-thoh,thôo-thuh/thôo-thoh,thoo5-thuh/thoo5-thoh,塗魠,土魠,Chenwujack Chen
6652,thô͘-kut,thoo5-kut,thôo-kut,thoo5-kut,塗骨,土質,Chenwujack Chen
6653,thô͘-chhiâng,thoo5-chhiang5,thôo-tshiâng,thoo5-tshiang5,塗戕,土鑿,Chenwujack Chen
6654,thó͘-tē-kong-kim,thoo2-te7-kong-kim,thóo-tē-kong-kim,thoo2-te7-kong-kim,土地公金,土地公錢,Chenwujack Chen
6655,li̍h heng sàn kah,lih8 heng san3 kah,li̍h hing sàn kah,lih8 hing san3 kah,裂胸散甲,土崩瓦解,Chenwujack Chen
6656,thó͘-seⁿ-á,thoo2-senn-a2,thóo-senn-á,thoo2-senn-a2,土生仔,土番,Chenwujack Chen
6657,sông-piah-piah,song5-piah-piah,sông-piah-piah,song5-piah-piah,倯壁壁,土裡土氣,Chenwujack Chen
6658,thô͘-jióng,thoo5-jiong2,thôo-jióng,thoo5-jiong2,塗壤,土壤,Chenwujack Chen
6659,chhiâng-á,chhiang5-a2,tshiâng-á,tshiang5-a2,戕仔,土鑿,Chenwujack Chen
6660,àm-tīⁿ,am3-tinn7,àm-tīnn,am3-tinn7,暗滇,夕潮,Chenwujack Chen
6661,bé-ka-chhun,be2-ka-chhun,bé-ka-tshun,be2-ka-tshun,馬鮫鰆,土托魚,Chenwujack Chen
6662,chhun-hî,chhun-hi5,tshun-hî,tshun-hi5,鰆魚,土托魚,Chenwujack Chen
6663,soaⁿ-thô͘-tāu,soann-thoo5-tau7,suann-thôo-tāu,suann-thoo5-tau7,山塗豆,土豆舅,Chenwujack Chen
6664,li̍h lông sàn kah,lih8 long5 san3 kah,li̍h lông sàn kah,lih8 long5 san3 kah,裂 囊 散甲,土崩瓦解,Chenwujack Chen
6665,thô͘-sún,thoo5-sun2,thôo-sún,thoo5-sun2,塗筍,土筍,Chenwujack Chen
6666,thô͘-bī,thoo5-bi7,thôo-bī,thoo5-bi7,塗味,土腥味,Chenwujack Chen
6667,sông koh aù-lông,song5 koh au3-long5,sông koh àu-lông,song5 koh au3-long5,倯閣漚郎,土裡土氣,Chenwujack Chen
6668,thô͘-tîn,thoo5-tin5,thôo-tîn,thoo5-tin5,塗藤,土藤,Chenwujack Chen
6669,thô͘-bah,thoo5-bah,thôo-bah,thoo5-bah,塗肉,土壤,Chenwujack Chen
6670,hông-hun ê ji̍t-thâu,hong5-hun e5 jit8-thau5,hông-hun ê ji̍t-thâu,hong5-hun e5 jit8-thau5,黃昏个日頭,夕陽,Chenwujack Chen
6671,tōa bú lâng chéng,toa7 bu2 lang5 cheng2,tuā bú lâng tsíng,tua7 bu2 lang5 tsing2,大bú人種,大人大樣,Chenwujack Chen
6672,tōa-lâng tōa chéng,toa7-lang5 toa7 cheng2,tuā-lâng tuā tsíng,tua7-lang5 tua7 tsing2,大人大種,大人大樣,Chenwujack Chen
6673,lâng koân hàn tōa,lang5 koan5 han3 toa7,lâng kuân hàn tuā,lang5 kuan5 han3 tua7,人懸漢大,大人大樣,Chenwujack Chen
6674,tōa-thâu-bú-lâng,toa7-thau5-bu2-lang5,tuā-thâu-bú-lâng,tua7-thau5-bu2-lang5,大頭母人,大人物,Chenwujack Chen
6675,tōa-chûn oh khí-tiāⁿ,toa7-chun5 oh khi2-tiann7,tuā-tsûn oh khí-tiānn,tua7-tsun5 oh khi2-tiann7,大船僫起碇,大人物難請,Chenwujack Chen
6676,Thó͘-tē-kong oh chhiáⁿ,Thoo2-te7-kong oh chhiann2,Thóo-tē-kong oh tshiánn,Thoo2-te7-kong oh tshiann2,土地公僫請,大人物難請,Chenwujack Chen
6677,tōa bú lā,toa7 bu2 la7,tuā bú lā,tua7 bu2 la7,大舞抐,大刀闊斧,Chenwujack Chen
6678,tōa tōa sè sè,toa7 toa7 se3 se3,tuā tuā sè sè,tua7 tua7 se3 se3,大大細細,大大小小,Chenwujack Chen
6679,tāi-hong tāi-hong,tai7-hong tai7-hong,tāi-hong tāi-hong,tai7-hong tai7-hong,大方大方,大大方方,Chenwujack Chen
6680,tāi tāi tiant2ián,tai7 tai7 tiant2ian2,tāi tāi tiántián,tai7 tai7 tiant2ian2,大大典典,大大方方,Chenwujack Chen
6681,"tōa ke̍k tōa,sè ke̍k sè","toa7 kek8 toa7,se3 kek8 se3","tuā ki̍k tuā,sè ki̍k sè","tua7 kik8 tua7,se3 kik8 se3",大極大，細極細,大小不一,Chenwujack Chen
6682,ba̍k-kiàⁿ kòa kui-pêng,bak8-kiann3 koa3 kui-peng5,ba̍k-kiànn kuà kui-pîng,bak8-kiann3 kua3 kui-ping5,目鏡掛規爿,大小眼,Chenwujack Chen
6683,ba̍k-chiu tōa-sè lúi,bak8-chiu toa7-se3 lui2,ba̍k-tsiu tuā-sè luí,bak8-tsiu tua7-se3 lui2,目睭大細蕊,大小眼,Chenwujack Chen
6684,ba̍k-chiu khòaⁿ tōa bô khòaⁿ sè,bak8-chiu khoann3 toa7 bo5 khoann3 se3,ba̍k-tsiu khuànn tuā bô khuànn sè,bak8-tsiu khuann3 tua7 bo5 khuann3 se3,目睭看大無看細,大小眼,Chenwujack Chen
6685,ba̍k-chiu khòaⁿ koân bô khòaⁿ kē,bak8-chiu khoann3 koan5 bo5 khoann3 ke7,ba̍k-tsiu khuànn kuân bô khuànn kē,bak8-tsiu khuann3 kuan5 bo5 khuann3 ke7,目睭看懸無看低,大小眼,Chenwujack Chen
6686,kéng lâng soah-iû,keng2 lang5 soah-iu5,kíng lâng suah-iû,king2 lang5 suah-iu5,揀人撒油,大小眼,Chenwujack Chen
6687,"kéng hu̍t sio-hiuⁿ,kéng-chhài soah-iû","keng2 hut8 sio-hiunn,keng2-chhai3 soah-iu5","kíng hu̍t sio-hiunn,kíng-tshài suah-iû","king2 hut8 sio-hiunn,king2-tshai3 suah-iu5",揀佛燒香，揀菜撒油,大小眼,Chenwujack Chen
6688,chhú hiông gán,chhu2 hiong5 gan2,tshú hiông gán,tshu2 hiong5 gan2,雌雄眼,大小眼,Chenwujack Chen
6689,pau-soaⁿ pau-hái,pau-soann pau-hai2,pau-suann pau-hái,pau-suann pau-hai2,包山包海,大小通吃,Chenwujack Chen
