"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HoaBun","EngBun","KaisoehEngbun","NounClassifier","LesuPoj","Opposite","LekuPoj","LekuEngbun","LekuHoabun","Confer","PageNumber"
"4042","siu-lí ke-khì sai-hū","","siu-li2 ke-khi3 sai-hu7","","siu-lí ke-khì sai-hū","","siu-li2 ke-khi3 sai-hu7","","機器匠","a mechanic","","","","","","","","sai-hū","550"
"4043","sai","","sai","","sai","","sai","","西","West","","","sai pak hō͘/khòaⁿ tang khòaⁿ sai","","","","","","550"
"4044","sai pak hō͘","","sai pak hoo7","","sai pak hōo","","sai pak hoo7","","西北雨、驟雨","a shower","","","","","","","","sai","550"
"4045","khòaⁿ tang khòaⁿ sai","","khoann3 tang khoann3 sai","","khuànn tang khuànn sai","","khuann3 tang khuann3 sai","","看東看西","to look all around","","","","","","","","sai","550"
"4046","sái","","sai2","","sái","","sai2","","屎、糞","feces, dung","","","pàng sái/hun sái/hun-sái khok-á/ba̍k-sái/lâu ba̍k-sái/hīⁿ-sái/phīⁿ sái/chńg-kah-sái/sái-tháng-á","","","","","","550"
"4047","pàng sái","","pang3 sai2","","pàng sái","","pang3 sai2","","大便","to stool","","","","","","","","sái","550"
"4048","hun sái","","hun sai2","","hun sái","","hun sai2","","煙灰","cigarette ashes","","","","","","","","sái","550"
"4049","hun-sái khok-á","","hun-sai2 khok-a2","","hun-sái khok-á","","hun-sai2 khok-a2","","煙灰盤","an ash tray","","","","","","","","sái","551"
"4050","ba̍k-sái","","bak8-sai2","","ba̍k-sái","","bak8-sai2","","眼淚","tears","","","","","","","","sái","551"
"4051","lâu ba̍k-sái","","lau5 bak8-sai2","","lâu ba̍k-sái","","lau5 bak8-sai2","","流眼淚","to weep","","","","","","","","sái","551"
"4052","hīⁿ-sái","","hinn7-sai2","","hīnn-sái","","hinn7-sai2","","耳中的分泌物","ear wax","","","","","","","","sái","551"
"4053","phīⁿ sái","","phinn7 sai2","","phīnn sái","","phinn7 sai2","","鼻中的分泌物","mucus in the nose","","","","","","","","sái","551"
"4054","chńg-kah-sái","","chng2-kah-sai2","","tsńg-kah-sái","","tsng2-kah-sai2","","指甲內的污物","dirt under the finger nails","","","","","","","","sái","551"
"4055","sái-tháng-á","","sai2-thang2-a2","","sái-tháng-á","","sai2-thang2-a2","","糞桶","buket for dung","","","","","","","","sái","551"
"4056","sai","","sai","","sai","","sai","","獅","a lion","","chi̍t chiah","","","","","","","551"
"4057","sai","","sai","","sai","","sai","","掌擊","to slap","","","","","Boeh kā lí sai chhùi-phóe.","I’ll slap your cheeks.","賞你一記耳光","","551"
"4058","sak","","sak","","sak","","sak","","推","to push things","","","","","Chit tiuⁿ chhia, góa thoa, lí sak.","I’ll pull this cart, you push.","這輛車子，我拉你推","","551"
"4059","sàm-pō͘","","sam3-poo7","","sàm-pōo","","sam3-poo7","","散步","to take a stroll","","","","","","","","","551"
"4060","sám","","sam2","","sám","","sam2","","撒","to sprinkle (salt, sand, powder)","","","","","","","","","552"
"4061","sám iâm","","sam2 iam5","","sám iâm","","sam2 iam5","","撒鹽","to sprinkle salt (on fried egg)","","","","","","","","","552"
"4062","sám hô͘-chio","","sam2 hoo5-chio","","sám hôo-tsio","","sam2 hoo5-tsio","","撒胡椒","to sprinkle pepper","","","","","","","","","552"
"4063","sam","","sam","","sam","","sam","","杉","pine","","","sam-chhâ","","","","","","552"
"4064","sam-chhâ","","sam-chha5","","sam-tshâ","","sam-tsha5","","杉木","pine wood","","","","","","","","sam","552"
"4065","sàn","","san3","","sàn","","san3","","貧窮","poor","","","sàn-chhiah-lâng","hó-gia̍h","","","","","552"
"4066","sàn-chhiah-lâng","","san3-chhiah-lang5","","sàn-tshiah-lâng","","san3-tshiah-lang5","","窮人","poor person","","","","","","","","sàn","552"
"4067","sán","","san2","","sán","","san2","","瘦","skinny","","","sán-bah","pûi","","","","","552"
"4068","sán-bah","chiaⁿ-bah","san2-bah","chiann-bah","sán-bah","tsiann-bah","san2-bah","tsiann-bah","瘦肉","lean meat","","","","","","","","sán","552"
"4069","sàng","","sang3","","sàng","","sang3","","送","to present, give, escort, send off","","","sàng lé bu̍t/sàng lâng-kheh/sàng i khì","","","","","","552"
"4070","sàng lé bu̍t","","sang3 le2 but8","","sàng lé bu̍t","","sang3 le2 but8","","送禮物","to present a gife","","","","","","","","sàng","552"
"4071","sàng lâng-kheh","","sang3 lang5-kheh","","sàng lâng-kheh","","sang3 lang5-kheh","","送客人","to see a guest off","","","","","","","","sàng","552"
"4072","sàng i khì","","sang3 i khi3","","sàng i khì","","sang3 i khi3","","送他去","see him off","","","","","","","","sàng","552"
"4073","sat-bú","sat-bó","sat-bu2","sat-bo2","sat-bú","sat-bó","sat-bu2","sat-bo2","蝨子","a louse","","chi̍t chiah","ba̍t-sat","","","","","","553"
"4074","ba̍t-sat","","bat8-sat","","ba̍t-sat","","bat8-sat","","臭蟲","a bedbug","","chi̍t chiah","","","","","","sat-bú","553"
"4075","sat-jîn","","sat-jin5","","sat-jîn","","sat-jin5","","殺人","to kill others (people)","","","sat-seng","","","","","","553"
"4076","sat-seng","","sat-seng","","sat-sing","","sat-sing","","殺生","killing animals","","","","","","","","sat-jîn","553"
"4077","sàu","","sau3","","sàu","","sau3","","咳嗽","to cough, a cough","","","","","Góa teh-sàu, lí ū chia̍h sàu ê io̍h-á--bô?","I have a cough, have you any cough medicine?","我在咳嗽，你有服嗽的藥嗎？","","553"
"4078","sàu","","sau3","","sàu","","sau3","","掃","to sweep","","","sàu thô͘-kha/sàu-chiú","","","","","","553"
"4079","sàu thô͘-kha","","sau3 thoo5-kha","","sàu thôo-kha","","sau3 thoo5-kha","","掃地","to sweep the floor","","","","","","","","sàu","553"
"4080","sàu-chiú","","sau3-chiu2","","sàu-tsiú","","sau3-tsiu2","","掃帚","a broom","","chi̍t ki","","","","","","sàu","553"
"4081","sé","","se2","","sé","","se2","","洗","to wash","","","","","","","","","553"
"4082","sè","","se3","","sè","","se3","","小","small","N.B. After the word ""[se3]"" and ""[tua7]"" the classifier must be repeated.","","","tōa","Chi̍t-pún sè pún chheh./Chit lia̍p si-koe chin tōa-lia̍p.","A small book.\This is a very big watermelon.","一本小書/這個西瓜很大","","554"
"4083","sè-jī","","se3-ji7","","sè-jī","","se3-ji7","","小心","careful, to stand on ceremony","","","m̄ bián sè-jī/m̄ thang sè-jī","","Boeh kòe si̍p-jī-lō͘, tio̍h-ài khah sè-jī--lè!","When one is about to cross an intersection, he should be careful.","要過十字路，必須更加小心","","554"
"4084","m̄ bián sè-jī","","m7 bian2 se3-ji7","","m̄ bián sè-jī","","m7 bian2 se3-ji7","","不要客氣","Make yourself at home.","","","","","","","","sè-jī","554"
"4085","m̄ thang sè-jī","","m7 thang se3-ji7","","m̄ thang sè-jī","","m7 thang se3-ji7","","不要客氣","Don't be so formal","","","","","","","","sè-jī","554"
"4086","sè-kan","","se3-kan","","sè-kan","","se3-kan","","世間、世上","the world, this life","","","","","Sè-kan sī chi̍t-ê khó͘-hái.","This life is a sea of misery.","世間是一個苦海","","554"
"4087","sè-kài","","se3-kai3","","sè-kài","","se3-kai3","","世界","the world","","","","","Sîn-hū ài sè-kài ê lâng lóng sìn Thian-chú.","Pariests want all the people of the world  to believe in God.","神父希望世界上的人都信天主","","554"
"4088","sè-î","","se3-i5","","sè-î","","se3-i5","","姨太太","a concubine (Lit. little aunt)","","","","","Ū chhōa sè-î, ka-têng it-tēng bē hô-pêng.","If one takes a concubine, his family will certainly not be at peace.","有了姨太太家庭一定不會和睦","","555"
"4089","sè-kí","","se3-ki2","","sè-kí","","se3-ki2","","世紀","a century","","","","","Chit-má sī jī cha̍p sè-kí, lí iáu teh pài chio̍h-thâu kap chhiū-á!","This is now the twentieth certainly and you worshiping stones and trees.","現在已經二十世紀了，你還拜石拜樹","","555"
"4090","sè-sū","","se3-su7","","sè-sū","","se3-su7","","世事","worldly affairs","","","bat sè-sū/m̄ bat sè-sū","","Hit ê lâng lóng bô ài chhap sè-sū, khòaⁿ i tek-khak bô chhut-lâi chò chhī-tiúⁿ.","That fellow does not like to meddle with the affairs of the word at all, I think he will certainly not come out and be the mayor.","那個人不問世事，我想他一定不會出來當市長","","555"
"4091","bat sè-sū","","bat se3-su7","","bat sè-sū","","bat se3-su7","","明世事","to have seen much of the world","","","","","","","","sè-sū","555"
"4092","m̄ bat sè-sū","","m7 bat se3-su7","","m̄ bat sè-sū","","m7 bat se3-su7","","不明世事","to know very little of the world","","","","","Hit ê lâng hán-ti̍t chhut-mn̂g, só͘-í lóng m̄-bat sè-sū.","That fellow very seldom goes out, so he knows nothing of the affairs of the word.","那個人很少出門，所以不明世事","sè-sū","555"
"4093","sè","","se3","","sè","","se3","","權力、勢力","authority, power, influence, prestige","","","ū sè-le̍k/hó sè/pháiⁿ-sè","","","","","","556"
"4094","ū sè-le̍k","","u7 se3-lek8","","ū sè-li̍k","","u7 se3-lik8","","有權的、有勢力","to have influence and ability","","","","","I sī chi̍t-ê chin ū sè-le̍k ê lâng, tān-sī i tùi lâng chin kheh-khì.","He has a lot of influence, but he is very courteous to people.","他是一個很有勢力的人，但是他為人很客氣","sè","556"
"4095","hó sè","","ho2 se3","","hó sè","","ho2 se3","","安適","suitable, convenient, expedient, proper, all right","","","","","án-ni chin hó-sè!/Chái-khí-sî góa teh chia̍h-pn̄g ê sî, góa ê pâng-keng lí tio̍h kā-góa siu hō͘ hó-sè./Lí hit ê chheh-tû chò-liáu chin hó-sè./Lí hit keng pâng-keng chin hó-sè.","That's just the way it should be.\While I am eating in the morning you must to put my room in order (straighten up my room).\You made this bookcase very properly.\Your room is in very good order. (everything is where it belongs.)","這樣很安適/早上我在吃飯的時候，我的房間你要給我收拾好/那個書櫃做得很好（方便）/你那個房間很舒適","sè","556"
"4096","pháiⁿ-sè","","phainn2-se3","","pháinn-sè","","phainn2-se3","","不好意思、不舒適","unsuitable, inconvenient, inexpedient, improper, awkward, embarrassing","","","","","Sîn-hū kiò-góa ē-po͘ nn̄g tiám lâi, góa chiah òaⁿ lâi, chin pháiⁿ-sè./Chit keng pâng-keng siuⁿ sè keng, chiah chē lâng nā boeh tōa chiā o̍h tō-lí chin pháiⁿ-sè.","Father, you told me to come this afternoon at two o’clock, I came so late, I am very much embarrassed.\This room is too small, if so many people are going to study the doctrine in here, it will be very inconvenient.","神父叫我下午兩點來，我這麼晚才來，真不好意思/這個房間太小了，這麼多人假如要在這裡學道理很不方便","sè","557"
"4097","seh","","seh","","seh","","seh","","雪","snow","","","lo̍h-seh","","","","","","557"
"4098","lo̍h-seh","","loh8-seh","","lo̍h-seh","","loh8-seh","","下雪","to snow","","","","","","","","seh","557"
"4099","se̍h","","seh8","","se̍h","","seh8","","循環、轉、繞","to go round, to turn round","","","","","Lí iáu m̄-bat lâi, góa chhōa lí lâi-khì ke-á se̍h-se̍h--leh, hó--bô?/Tē-kiû tùi sai-pêng se̍h kòe tang-pêng.","You have never been here, I’ll take you around the town, O.K? \The earth revolvers from west to east.","你沒有來過，我帶你去街上繞一圈，好不好？/地球從西向東轉","","557"
"4100","sek","","sek","","sik","","sik","","成熟(水果)","ripe","","","","chhiⁿ","Kóe-chí iáu-bōe sek, chiū hō͘ gín-á bán liáu-liáu.","The fruit was not yet ripe, and it was all picked off by the children.","果實尚未成熟就給小孩子們採光了","","558"
"4101","se̍k","","sek8","","si̍k","","sik8","","熟","done (of things cooked); or acquainted with","","","pòaⁿ thsiⁿ se̍k","chhiⁿ","Pn̄g chí se̍k--bōe? Pak-tó͘ iau kah boeh sí--khì.","Is the food cooked yet? I am starving to death.","飯煮熟了嗎？肚子餓得要命","","558"
"4102","pòaⁿ thsiⁿ se̍k","","poann3 thsinn sek8","","puànn thsinn se̍k","","puann3 thsinn sik8","","半熟","half cooked","","","","","","","","se̍k","558"
"4103","se̍k-sāi","","sek8-sai7","","si̍k-sāi","","sik8-sai7","","相識、認識","acquainted with","","","se̍k-sāi-lâng","","Lí ū kap Koān-tiúⁿ chin se̍k-sāi--bô?","Are you well acquainted with the mandarin?","你有沒有和縣長很相識？","","558"
"4104","se̍k-sāi-lâng","","sek8-sai7-lang5","","si̍k-sāi-lâng","","sik8-sai7-lang5","","熟人","an acquaintance","","","","","","","","se̍k-sāi","558"
"4105","sek","sek-tì","sek","sek-ti3","sik","sik-tì","sik","sik-ti3","色","colour","","","hòⁿ-sek","","","","","","559"
"4106","hòⁿ-sek","","honn3-sek","","hònn-sik","","honn3-sik","","好色","Given to lust; lascivious; lustful","","","","","","","","sek","559"
"4107","sek","","sek","","sik","","sik","","式、典禮","ceremony, exercise","","","","","I ê kiat-hun-sek boeh chhiáⁿ lí chhut-se̍k.","He wants you to attend the marriage ceremony (wedding).","他的結婚式要請你出席","","559"
"4108","sek","","sek","","sik","","sik","","室","a room","","","kàu-sek","","","","","","559"
"4109","kàu-sek","","kau3-sek","","kàu-sik","","kau3-sik","","教室","a classroom","","","","","","","","sek","559"
"4110","sek-tòng","","sek-tong3","","sik-tòng","","sik-tong3","","適當","proper","","","","","Chit ê lâng nā lâi chò thoân-kàu sian-siⁿ tek-khak sek-tòng.","If this fellow becomes a catechist, it will certainly be very proper.","這個人若來做傳教先生一定很適當","","559"
"4111","seng-khu","","seng-khu","","sing-khu","","sing-khu","","身體","the body","","","","","","","","","559"
"4112","sêng-kong","","seng5-kong","","sîng-kong","","sing5-kong","","成功","success","","","ē sêng-kong/bē sêng-kong","","","","","","559"
"4113","ē sêng-kong","","e7 seng5-kong","","ē sîng-kong","","e7 sing5-kong","","會成功","it will be a success","","","","","","","","sêng-kong","560"
"4114","bē sêng-kong","","be7 seng5-kong","","bē sîng-kong","","be7 sing5-kong","","不會成功","it  will fail (not be successful)","","","","","","","","sêng-kong","560"
"4115","sēng","","seng7","","sīng","","sing7","","放任","to let one alone, to leave one to his own doings","","","sēng gín-á","","Gín-á tio̍h kà-sī, m̄-thang sēng--i.","A child must be trained and not left to his own ways.","小孩子要教訓，不要放任他","","560"
"4116","sēng gín-á","","seng7 gin2-a2","","sīng gín-á","","sing7 gin2-a2","","放任兒女","to allow a child have his own way","","","","","","","","sēng","560"
"4117","seng-lí","","seng-li2","","sing-lí","","sing-li2","","生意","business","","","seng-lí-lâng/chò seng-lí/seng-lí bē bái","","","","","","560"
"4118","seng-lí-lâng","","seng-li2-lang5","","sing-lí-lâng","","sing-li2-lang5","","生意人","a businessman","","","","","","","","seng-lí","560"
"4119","chò seng-lí","","cho3 seng-li2","","tsò sing-lí","","tso3 sing-li2","","做生意、經商","to do business","","","","","","","","seng-lí","560"
"4120","seng-lí bē bái","","seng-li2 be7 bai2","","sing-lí bē bái","","sing-li2 be7 bai2","","生意好、生意不錯","business is not bad at all","","","","","","","","seng-lí","560"
"4121","sèng","","seng3","","sìng","","sing3","","聖","Holy, sacred","","","sèng-tn̂g/sèng-thé/niá sèng-thé/sèng-thé kàng-hok/sèng-sim/sèng-thióng/sèng-bú/sèng jio̍k-sek/sèng-tàn-chiat/sèng-tàn lāu-lâng/sèng-keng","","","","","","560"
"4122","sèng-tn̂g","","seng3-tng5","","sìng-tn̂g","","sing3-tng5","","聖堂","Church, chapel","","","","","","","","sèng","560"
"4123","sèng-thé","","seng3-the2","","sìng-thé","","sing3-the2","","聖體","The Blessed Sacrament","","","","","","","","sèng","560"
"4124","niá sèng-thé","","nia2 seng3-the2","","niá sìng-thé","","nia2 sing3-the2","","領聖體","to receive Holy Communion","","","","","","","","sèng","560"
"4125","sèng-thé kàng-hok","","seng3-the2 kang3-hok","","sìng-thé kàng-hok","","sing3-the2 kang3-hok","","聖體降福","Benediction","","","","","","","","sèng","560"
"4126","sèng-sim","","seng3-sim","","sìng-sim","","sing3-sim","","聖心","the Sacred Heart","","","","","","","","sèng","560"
"4127","sèng-thióng","","seng3-thiong2","","sìng-thióng","","sing3-thiong2","","聖寵","grace","","","","","","","","sèng","561"
