"id","poj_unicode","poj_input","kip_unicode","kip_input","hanlo_taibun_poj","hanlo_taibun_kip","hoabun","english","poochhiong_chuliau","muithe_miachheng","hongsang_jitki","liankiat"
"2313","Tâi-oân kā iú-chì/tâng-phōaⁿ tàu-saⁿ-kāng, hō͘ in o̍h ē-hiáu ka-kī khiā-chāi, lán ê sè-kài, chiok su-iàu koh khah chē chhiūⁿ Tâi-oân chit-khoán thang chhōa-thâu ê tōa-pān.","Tai5-oan5 ka7 iu2-chi3/tang5-phoann7 tau3-sann-kang7, hoo7 in oh8 e7-hiau2 ka-ki7 khia7-chai7, lan2 e5 se3-kai3, chiok su-iau3 koh khah che7 chhiunn7 Tai5-oan5 chit-khoan2 thang chhoa7-thau5 e5 toa7-pan7.","Tâi-uân kā iú-tsì/tâng-phuānn tàu-sann-kāng, hōo in o̍h ē-hiáu ka-kī khiā-tsāi, lán ê sè-kài, tsiok su-iàu koh khah tsē tshiūnn Tâi-uân tsit-khuán thang tshuā-thâu ê tuā-pān.","Tai5-uan5 ka7 iu2-tsi3/tang5-phuann7 tau3-sann-kang7, hoo7 in oh8 e7-hiau2 ka-ki7 khia7-tsai7, lan2 e5 se3-kai3, tsiok su-iau3 koh khah tse7 tshiunn7 Tai5-uan5 tsit-khuan2 thang tshua7-thau5 e5 tua7-pan7.","台灣kā有志／同伴鬥相共，予in學會曉家己徛在，咱ê世界，足需要閣較濟像台灣這款thang chhōa頭ê大範。","台灣kā有志／同伴鬥相共，予in學會曉家己徛在，咱ê世界，足需要閣較濟像台灣這款thang tshuā頭ê大範。","台灣幫助夥伴學習自立自強，我們的世界，極需要更多像台灣一樣的領袖風範","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2314","《Tâi-oân koan-hē hoat》sī goán ē-chò-tit chū-iû bîn-chú ê pó-chèng, hō͘ goán chiâⁿ-chò bē-sái bô ê liông-siān le̍k-liōng.","《Tai5-oan5 koan-he7 hoat》si7 goan2 e7-cho3-tit chu7-iu5 bin5-chu2 e5 po2-cheng3, hoo7 goan2 chiann5-cho3 be7-sai2 bo5 e5 liong5-sian7 lek8-liong7.","《Tâi-uân kuan-hē huāt》si guán ē-tsò-tit tsū-iû bîn-tsú ê pó-tsìng, hōo guán tsiânn-tsò bē-sái bô ê liông-siān li̍k-liōng.","《Tai5-uan5 kuan-he7 huat》si7 guan2 e7-tso3-tit tsu7-iu5 bin5-tsu2 e5 po2-tsing3, hoo7 guan2 tsiann5-tso3 be7-sai2 bo5 e5 liong5-sian7 lik8-liong7.","《台灣關係法》是阮會做得自由民主ê保證，予阮成做袂使無ê良善力量。","《台灣關係法》是阮會做得自由民主ê保證，予阮成做袂使無ê良善力量。","《台灣關係法》是對自由民主價值的承諾，讓我們成為一股不可或缺的良善力量","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2315","Bí-kok ūi-tio̍h beh an-tah kio̍k-sè, thàu-kòe《Tâi-oân koan-hē hoat》, kā nn̄g kok keng-chè bō͘-e̍k ê hō͘-tōng kap khu-he̍k hô-pêng pó͘ ho͘ tiâu.","Bi2-kok ui7-tioh8 beh an-tah kiok8-se3, thau3-kòe《Tai5-oan5 koan-he7 hoat》, ka7 nng7 kok keng-che3 boo7-ek8 e5 hoo7-tong7 kap khu-hek8 ho5-peng5 poo2 hoo tiau5.","Bí-kok uī-tio̍h beh an-tah kio̍k-sè, thàu-kòe《Tâi-uân kuan-hē huat》, kā nn̄g kok king-tsè bōo-i̍k ê hōo-tōng kap khu-hi̍k hô-pîng póo hoo tiâu.","Bi2-kok ui7-tioh8 beh an-tah kiok8-se3, thau3-kòe《Tai5-uan5 kuan-he7 huat》, ka7 nng7 kok king-tse3 boo7-ik8 e5 hoo7-tong7 kap khu-hik8 ho5-ping5 poo2 hoo tiau5.","美國為著安搭局勢，透過《台灣關係法》，kā兩國經濟貿易ê互動佮區域和平保予tiâu","美國為著安搭局勢，透過《台灣關係法》，kā兩國經濟貿易ê互動佮區域和平保予tiâu","美國為安撫情勢，透過《台灣關係法》維繫兩國經貿互動和區域和平","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2316","Siang-hong koan-hē koh-khah bā, tng-teh chiok-hō ê sî, Tiong-kok kun-tūi ê hoe-lêng-ki koh poe lâi Tâi-oân loān, to͘-ha̍p chin bín-kám.","Siang-hong koan-he7 koh-khah ba7, tng-teh chiok-ho7 e5 si5, Tiong-kok kun-tui7 e5 hoe-leng5-ki koh poe lai5 Tai5-oan5 loan7, too-hap8 chin bin2-kam2.","Siang-hong kuan-hē koh-khah bā, tng-teh tsiok-hō ê sî, Tiong-kok kun-tuī ê hue-lîng-ki koh pue lâi Tâi-uân luān, too-ha̍p tsin bín-kám.","Siang-hong kuan-he7 koh-khah ba7, tng-teh tsiok-ho7 e5 si5, Tiong-kok kun-tui7 e5 hue-ling5-ki koh pue lai5 Tai5-uan5 luan7, too-hap8 tsin bin2-kam2.","雙方關係閣較峇，當咧祝賀ê時，中國軍隊ê飛行機閣飛來台灣亂，都合真敏感","雙方關係閣較峇，當咧祝賀ê時，中國軍隊ê飛行機閣飛來台灣亂，都合真敏感","雙方慶祝，關係升溫時，中國軍機，再次遠航擾台，時機敏感","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2317","to͘-ha̍p","too-hap8","too-ha̍p","too-hap8","都合","都合","時機","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2318","phō","pho7","phō","pho7","部","部","部(一部法律)","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2319","khì chhiong-thian","khi3 chhiong-thian","khì tshiong-thian","khi3 tshiong-thian","氣沖天","氣沖天","火冒三丈","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2320","poe-kat","poe-kat","pue-kat","pue-kat","杯葛","杯葛","杯葛","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2321","poe-koat","poe-koat","pue-kuat","pue-kuat","杯葛","杯葛","杯葛","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2322","tí-chè","ti2-che3","tí-tsè","ti2-tse3","抵制","抵制","抵制","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2323","bô-chám-bô-choe̍h","bo5-cham2-bo5-choeh8","bô-tsám-bô-tsue̍h","bo5-tsam2-bo5-tsueh8","無斬無截","無斬無截","無法明快決斷","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2324","gê","ge5","gê","ge5","㤉","㤉","氣，討厭","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2325","tāi-sài-koán","tai7-sai3-koan2","tāi-sài-kuán","tai7-sai3-kuan2","大使館","大使館","大使館","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2326","Lí khiáu-khiáu-á-lâng, góa siong-sìn lí it-tēng chai-iáⁿ beh án-chóaⁿ chò.","Li2 khiau2-khiau2-a2-lang5, goa2 siong-sin3 li2 it-teng7 chai-iann2 beh an2-choann2 cho3.","Lí khiáu-khiáu-á-lâng, guá siong-sìn lí it-tīng tsai-iánn beh án-tsuánn tsò.","Li2 khiau2-khiau2-a2-lang5, gua2 siong-sin3 li2 it-ting7 tsai-iann2 beh an2-tsuann2 tso3.","你巧巧仔人，我相信你一定知影欲按怎做","你巧巧仔人，我相信你一定知影欲按怎做","","","","【民視台灣學堂】台語講世事","2019.07.18","https://youtu.be/uaCDEysgBtk"
"2327","si̍t-chāi siuⁿ bān","sit8-chai7 siunn ban7","si̍t-tsāi siunn bān","sit8-tsai7 siunn ban7","實在傷慢","實在傷慢","緩不濟急","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2328","bô-lâng-ki","bo5-lang5-ki","bô-lâng-ki","bo5-lang5-ki","無人機","無人機","無人機","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2329","chi̍t-mê","chit8-me5","tsi̍t-mê","tsit8-me5","一瞑","一瞑","一夜","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2330","chin ok kè-sǹg","chin ok ke3-sng3","tsin ok kè-sǹg","tsin ok ke3-sng3","真僫計算","真僫計算","難以估計","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2331","hoan-be̍h-hn̂g","hoan-beh8-hng5","huan-be̍h-hn̂g","huan-beh8-hng5","番麥園","番麥園","玉米田(台語的園一般用在旱田)","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2332","si̍t-kó͘ ","sit8-koo2 ","si̍t-kóo ","sit8-koo2 ","翼股","翼股","翅膀","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2333","thui-sak","thui-sak","thui-sak","thui-sak","推捒","推捒","推掉，丟掉","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2334","Liông seⁿ/siⁿ liông-chú, hó͘  siⁿ pà-jî","Liong5 senn/sinn liong5-chu2, hoo2  sinn pa3-ji5","Liông senn/sinn liông-tsú, hóo  sinn pà-jî","Liong5 senn/sinn liong5-tsu2, hoo2  sinn pa3-ji5","龍生龍子，虎生豹兒","龍生龍子，虎生豹兒","","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2335","niû-chhek","niu5-chhek","niû-tshik","niu5-tshik","量測","量測","測量","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2336","chōaⁿ io̍h-á","choann7 ioh8-a2","tsuānn io̍h-á","tsuann7 ioh8-a2","濺藥仔","濺藥仔","噴藥","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2337","chhū io̍h-á","chhu7 ioh8-a2","tshū io̍h-á","tshu7 ioh8-a2","澍藥仔","澍藥仔","噴藥","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2338","Hoân-ló lâng-kang phùn-io̍h-á/chōaⁿ-io̍h-á/chhū-io̍h-á si̍t-chāi siuⁿ bān, koān-chèng-hú ēng bô-lâng-ki ùi khong-tiong phùn io̍h-á, lâi siau-bia̍t hāi-thâng","Hoan5-lo2 lang5-kang phun3-ioh8-a2/choann7-ioh8-a2/chhu7-ioh8-a2 sit8-chai7 siunn ban7, koan7-cheng3-hu2 eng7 bo5-lang5-ki ui3 khong-tiong phun3 ioh8-a2, lai5 siau-biat8 hai7-thang5","Huân-ló lâng-kang phùn-io̍h-á/tsuānn-io̍h-á/tshū-io̍h-á si̍t-tsāi siunn bān, kuān-tsìng-hú īng bô-lâng-ki uì khong-tiong phùn io̍h-á, lâi siau-bia̍t hāi-thâng","Huan5-lo2 lang5-kang phun3-ioh8-a2/tsuann7-ioh8-a2/tshu7-ioh8-a2 sit8-tsai7 siunn ban7, kuan7-tsing3-hu2 ing7 bo5-lang5-ki ui3 khong-tiong phun3 ioh8-a2, lai5 siau-biat8 hai7-thang5","煩惱人工噴藥仔/濺藥仔/澍藥仔實在傷慢，縣政府用無人機對空中噴藥仔，來消滅害蟲","煩惱人工噴藥仔/濺藥仔/澍藥仔實在傷慢，縣政府用無人機對空中噴藥仔，來消滅害蟲","擔心人工噴藥緩不濟急，縣府運用無人噴藥機，空中噴灑除蟲","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2339","Bô-lâng-ki ê hāu-kó, phùn io̍h-á sī ùi bīn-téng iā--lo̍h-lâi, io̍h-á ē phùn liáu khah chiâu, sok-tō͘ mā khah kín.","Bo5-lang5-ki e5 hau7-ko2, phun3 ioh8-a2 si7 ui3 bin7-teng2 ia7--loh8-lai5, ioh8-a2 e7 phun3 liau2 khah chiau5, sok-too7 ma7 khah kin2.","Bô-lâng-ki ê hāu-kó, phùn io̍h-á sī uì bīn-tíng iā--lo̍h-lâi, io̍h-á ē phùn liáu khah tsiâu, sok-tōo mā khah kín.","Bo5-lang5-ki e5 hau7-ko2, phun3 ioh8-a2 si7 ui3 bin7-ting2 ia7--loh8-lai5, ioh8-a2 e7 phun3 liau2 khah tsiau5, sok-too7 ma7 khah kin2.","無人機ê效果，噴藥仔是對面頂掖落來，藥仔會噴了較齊，速度嘛較緊。","無人機ê效果，噴藥仔是對面頂掖落來，藥仔會噴了較齊，速度嘛較緊。","無人機的效果，噴灑是從上而下，涵蓋面比較均勻，速度也比較快","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2340","Ùi seⁿ-nn̄g kàu tōa-hàn kan-na su-iàu 30 kang, siōng-kài mâ-hoân--ê sī chiok gâu poe, tōa-hàn ê thâng chi̍t-mê ē-tàng poe 100 kong-lí.","Ui3 senn-nng7 kau3 toa7-han3 kan-na su-iau3 30 kang, siong7-kai3 ma5-hoan5--e5 si7 chiok gau5 poe, toa7-han3 e5 thang5 chit8-me5 e7-tang3 poe 100 kong-li2.","Uì senn-nn̄g kàu tuā-hàn kan-na su-iàu 3 kang, siōng-kài mâ-huân--ê sī tsiok gâu pue, tuā-hàn ê thâng tsi̍t-mê ē-tàng pue 10 kong-lí.","Ui3 senn-nng7 kau3 tua7-han3 kan-na su-iau3 30 kang, siong7-kai3 ma5-huan5--e5 si7 tsiok gau5 pue, tua7-han3 e5 thang5 tsit8-me5 e7-tang3 pue 100 kong-li2.","對生卵到大漢干焦需要30工，上蓋麻煩ê是足gâu飛，大漢ê蟲一暝會當飛100公里。","對生卵到大漢干焦需要30工，上蓋麻煩ê是足gâu飛，大漢ê蟲一暝會當飛100公里。","從卵到成蟲僅需三十天，最麻煩就是「很會飛」，成蟲一晚可飛100公里。","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2341","sêng-thiông","seng5-thiong5","sîng-thiông","sing5-thiong5","成蟲","成蟲","成蟲","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2342","Goán ê hong-tì, í-keng ùi kā siū-hāi ê lông-chok-bu̍t phián-thô͘ chò pûi-liāu, kái-chò phùn hòa-ha̍k io̍h-á.","Goan2 e5 hong-ti3, i2-keng ui3 ka7 siu7-hai7 e5 long5-chok-but8 phian2-thoo5 cho3 pui5-liau7, kai2-cho3 phun3 hoa3-hak8 ioh8-a2.","Guán ê hong-tì, í-king uì kā siū-hāi ê lông-tsok-bu̍t phián-thôo tsò puî-liāu, kái-tsò phùn huà-ha̍k io̍h-á.","Guan2 e5 hong-ti3, i2-king ui3 ka7 siu7-hai7 e5 long5-tsok-but8 phian2-thoo5 tso3 pui5-liau7, kai2-tso3 phun3 hua3-hak8 ioh8-a2.","阮ê防治，已經對kā受害ê農作物phián塗做肥料，改做噴化學藥仔。","阮ê防治，已經對kā受害ê農作物phián塗做肥料，改做噴化學藥仔。","我們的防治，已經從耕鋤方式，改為化學噴藥方式","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2343","Iau-ke phián piah-kak/piah-kha","Iau-ke phian2 piah-kak/piah-kha","Iau-ke phián piah-kak/piah-kha","Iau-ke phian2 piah-kak/piah-kha","枵雞phián壁角/壁跤","枵雞phián壁角/壁跤","雞餓到沒東西吃了，連牆角都在翻找","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2344","Hāi-thâng chi̍t-chūn sī kan-na chhut-hiān tī hoan-be̍h-hn̂g, nā khì éng-hióng tio̍h tiū-chhân, chiap-sòa--lo̍h-khì ê sńg-sit/sún-sit chin oh kè-sǹg.","Hai7-thang5 chit8-chun7 si7 kan-na chhut-hian7 ti7 hoan-beh8-hng5, na7 khi3 eng2-hiong2 tioh8 tiu7-chhan5, chiap-soa3--loh8-khi3 e5 sng2-sit/sun2-sit chin oh ke3-sng3.","Hāi-thâng tsi̍t-tsūn sī kan-na tshut-hiān tī huan-be̍h-hn̂g, nā khì íng-hióng tio̍h tiū-tshân, tsiap-suà--lo̍h-khì ê sńg-sit/sún-sit tsin oh kè-sǹg.","Hai7-thang5 tsit8-tsun7 si7 kan-na tshut-hian7 ti7 huan-beh8-hng5, na7 khi3 ing2-hiong2 tioh8 tiu7-tshan5, tsiap-sua3--loh8-khi3 e5 sng2-sit/sun2-sit tsin oh ke3-sng3.","害蟲這陣是干焦出現佇番麥園，若去影響著稻田，接紲落去ê損失真僫計算","害蟲這陣是干焦出現佇番麥園，若去影響著稻田，接紲落去ê損失真僫計算","蟲害侷限玉米田，一旦危及稻田，後續損失難以估計","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2345","phùn","phun3","phùn","phun3","噴","噴","噴","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2346","chōaⁿ","choann7","tsuānn","tsuann7","濺","濺","噴","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2347","chhū","chhu7","tshū","tshu7","澍","澍","噴","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2348","hāi-thâng","hai7-thang5","hāi-thâng","hai7-thang5","害蟲","害蟲","害蟲","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2349","pháiⁿ-thâng","phainn2-thang5","pháinn-thâng","phainn2-thang5","歹蟲","歹蟲","害蟲","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2350","siau-bia̍t","siau-biat8","siau-bia̍t","siau-biat8","消滅","消滅","消滅","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2351","iā","ia7","iā","ia7","掖","掖","灑","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2352","hoan-be̍h","hoan-beh8","huan-be̍h","huan-beh8","番麥","番麥","玉米","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2353","mò͘-tà","moo3-ta3","mòo-tà","moo3-ta3","mò͘-tà","mòo-tà","馬達","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2354","Lí nā ē-tàng chhōe tio̍h hó ê khan-chhiú kā lí tàu khîⁿ ke","Li2 na7 e7-tang3 chhoe7 tioh8 ho2 e5 khan-chhiu2 ka7 li2 tau3 khinn5 ke","Lí nā ē-tàng tshuē tio̍h hó ê khan-tshiú kā lí tàu khînn ke","Li2 na7 e7-tang3 tshue7 tioh8 ho2 e5 khan-tshiu2 ka7 li2 tau3 khinn5 ke","你若會當揣著好ê牽手kā你鬥拑家","你若會當揣著好ê牽手kā你鬥拑家","","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2355","khîⁿ","khinn5","khînn","khinn5","拑","拑","捉緊，緊握，掌握","","","【民視台灣學堂】台語講世事","2019.07.25","https://youtu.be/VJvCWdZ_hho"
"2356","chhāi佇","chhai佇7","tshāi佇","tshai佇7","chhāi佇","tshāi佇","佇立","","","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2357","chheⁿ-lèng-lèng","chhenn-leng3-leng3","tshenn-lìng-lìng","tshenn-ling3-ling3","青lèng-lèng","青lìng-lìng","綠油油","","相關詞：chheⁿ-lin-lin(青lin-lin)","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2358","chi̍t siaⁿ chhui--lo̍h-khì","chit8 siann chhui--loh8-khi3","tsi̍t siann tshui--lo̍h-khì","tsit8 siann tshui--loh8-khi3","一聲催落去","一聲催落去","加足火力","","","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2359","hái-mî-ang-á","hai2-mi5-ang-a2","hái-mî-ang-á","hai2-mi5-ang-a2","海綿尪仔","海綿尪仔","海綿寶寶","","","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2360","khòaⁿ-hiān-hiān","khoann3-hian7-hian7","khuànn-hiān-hiān","khuann3-hian7-hian7","看現現","看現現","一覽無遺","","","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2361","thiⁿ phah-phú-á-kng","thinn phah-phu2-a2-kng","thinn phah-phú-á-kng","thinn phah-phu2-a2-kng","天拍殕仔光","天拍殕仔光","天剛亮","","相關詞：phah-phú-kng(拍殕光), bâ-bū-kng(麻霧光)","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2362","gia̍h--leh","giah8--leh","gia̍h--leh","giah8--leh","攑咧","攑咧","拿起(相機/手機)","","","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2363","chhiam-tò","chhiam-to3","tshiam-tò","tshiam-to3","簽到","簽到","打卡","","","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2364","chò lû-iû--ê","cho3 lu5-iu5--e5","tsò lû-iû--ê","tso3 lu5-iu5--e5","做旅遊的","做旅遊的","旅行業者","","相關詞：chò bîn-siok--ê(做民宿的)","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2365","hoaⁿ-thâu-hí-bīn","hoann-thau5-hi2-bin7","huann-thâu-hí-bīn","huann-thau5-hi2-bin7","歡頭喜面","歡頭喜面","非常開心","","","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2366","chiap-thāi","chiap-thai7","tsiap-thāi","tsiap-thai7","接待","接待","迎接","","","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2367","khòaⁿ ū kàu-gia̍h","khoann3 u7 kau3-giah8","khuànn ū kàu-gia̍h","khuann3 u7 kau3-giah8","看有夠額","看有夠額","飽覽","","","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2368","saⁿ-kak-si̍t","sann-kak-sit8","sann-kak-si̍t","sann-kak-sit8","三角翼","三角翼","滑翔翼","","","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2369","phùn-teng","phun3-teng","phùn-ting","phun3-ting","噴燈","噴燈","噴槍","","相關詞：hóe-ke-á(火雞仔), hóe-ku(火龜)","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2370","gàn","gan3","gàn","gan3","gàn","gàn","瞬間變很冷","","","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2371","Hoa-tang chhiòng-kok","Hoa-tang chhiong3-kok","Hua-tang tshiòng-kok","Hua-tang tshiong3-kok","花東縱谷","花東縱谷","花東縱谷","","相關詞：soaⁿ-kheⁿ(山坑), ","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2372","nā-hio̍h","na7-hioh8","nā-hio̍h","na7-hioh8","鴟鴞","鴟鴞","老鷹","","相關詞：eng-á-hó͘ (鷹仔虎)","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2373","Gín-á-lâng kha-chhng saⁿ-táu-hóe","Gin2-a2-lang5 kha-chhng sann-tau2-hoe2","Gín-á-lâng kha-tshng sann-táu-hué","Gin2-a2-lang5 kha-tshng sann-tau2-hue2","囡仔人尻川三斗火","囡仔人尻川三斗火","","","","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
"2374","Cha̍p-hoe-gō͘-sek ê jia̍t-khì-kiû, chhāi tī chhiⁿ-lèng-lèng ê chháu-po͘, chi̍t-siaⁿ chhui--lo̍h-khì, chi̍t-lia̍p-chi̍t-lia̍p poe--khí-lâi.","Chap8-hoe-goo7-sek e5 jiat8-khi3-kiu5, chhai7 ti7 chhinn-leng3-leng3 e5 chhau2-poo, chit8-siann chhui--loh8-khi3, chit8-liap8-chit8-liap8 poe--khi2-lai5.","Tsa̍p-hue-gōo-sik ê jia̍t-khì-kiû, tshāi tī tshinn-lìng-lìng ê tsháu-poo, tsi̍t-siann tshui--lo̍h-khì, tsi̍t-lia̍p-tsi̍t-lia̍p pue--khí-lâi.","Tsap8-hue-goo7-sik e5 jiat8-khi3-kiu5, tshai7 ti7 tshinn-ling3-ling3 e5 tshau2-poo, tsit8-siann tshui--loh8-khi3, tsit8-liap8-tsit8-liap8 pue--khi2-lai5.","十花五色ê熱氣球，chhāi佇青lèng-lèng ê草埔，一聲催落去，一粒一粒飛起來","十花五色ê熱氣球，tshāi佇青lìng-lìng ê草埔，一聲催落去，一粒一粒飛起來","各式各樣的熱氣球，佇立在綠油油的草地上，隨後加足火力，一個接著一個飛起來","","","【民視台灣學堂】台語講世事","2019.08.01","https://youtu.be/gASpZetJn6k"
